Property Address,Roll Number,Building Type,Sale Year,Sale Month,Sale Price,Time Adjust Sale Price
437 DE LA MORENIE ST,6070798000,OH-One & 1/2 Storey,2019,7,"$280,000","$305,200"
479 DE LA MORENIE ST,6070783000,OS-One Storey,2020,9,"$300,000","$311,400"
485 DE LA MORENIE ST,6070780000,OH-One & 1/2 Storey,2020,9,"$275,000","$285,500"
504 DE LA MORENIE ST,6070403000,OS-One Storey,2020,1,"$180,000","$194,600"
528 DE LA MORENIE ST,6070411000,BL-Bi-Level,2020,3,"$315,000","$339,600"
532 DE LA MORENIE ST,6070412000,O3-One & 3/4 Storey,2020,8,"$240,000","$250,800"
540 DE LA MORENIE ST,6070415000,O3-One & 3/4 Storey,2021,3,"$363,000","$363,000"
349 DES MEURONS ST,6080468000,OS-One Storey,2020,1,"$169,900","$183,700"
351 DES MEURONS ST,6080469000,OS-One Storey,2019,6,"$162,500","$177,300"
401 DES MEURONS ST,6070896000,OS-One Storey,2020,8,"$269,000","$281,100"
415 DES MEURONS ST,6070900000,OH-One & 1/2 Storey,2019,8,"$272,500","$296,500"
441 DES MEURONS ST,6070844000,TH-Two & 1/2 Storey,2019,10,"$310,000","$336,400"
450 DES MEURONS ST,6061381000,OS-One Storey,2019,7,"$360,000","$392,400"
467 DES MEURONS ST,6070834000,TS-Two Storey,2019,11,"$315,000","$341,500"
487 DES MEURONS ST,6070827000,OS-One Storey,2019,9,"$256,000","$278,300"
526 DES MEURONS ST,6060906000,TS-Two Storey,2019,1,"$300,000","$329,400"
533 DES MEURONS ST,6070444000,OH-One & 1/2 Storey,2020,4,"$310,000","$332,300"
560 DES MEURONS ST,6060567000,OS-One Storey,2019,2,"$230,000","$252,300"
378 DESAUTELS ST,6060571000,OH-One & 1/2 Storey,2020,5,"$310,000","$330,200"
379 DESAUTELS ST,6060554000,TS-Two Storey,2020,12,"$302,000","$307,700"
393 DESAUTELS ST,6060559000,O3-One & 3/4 Storey,2020,12,"$230,000","$234,400"
400 DESAUTELS ST,6061262000,TS-Two Storey,2021,3,"$316,000","$316,000"
383 DESCHAMBAULT ST,6060886000,O3-One & 3/4 Storey,2020,11,"$245,000","$251,400"
386 DESCHAMBAULT ST,6060896000,O3-One & 3/4 Storey,2019,9,"$282,000","$306,500"
396 DESCHAMBAULT ST,6060893000,OH-One & 1/2 Storey,2019,5,"$210,000","$229,300"
399 DESCHAMBAULT ST,6061270000,OH-One & 1/2 Storey,2020,12,"$295,000","$300,600"
192 DOLLARD BLVD,6070479000,OS-One Storey,2019,4,"$192,000","$210,000"
203 DOLLARD BLVD,6070993000,TH-Two & 1/2 Storey,2020,8,"$390,000","$407,600"
224 DOLLARD BLVD,6070492100,OS-One Storey,2020,4,"$380,100","$407,500"
234 DOLLARD BLVD,6070495000,O3-One & 3/4 Storey,2019,11,"$242,500","$262,900"
259 DOLLARD BLVD,6070642000,OS-One Storey,2020,8,"$250,000","$261,300"
263 DOLLARD BLVD,6070643000,OS-One Storey,2020,8,"$285,000","$297,800"
268 DOLLARD BLVD,6070553000,BL-Bi-Level,2019,1,"$545,000","$598,400"
273 DOLLARD BLVD,6070646000,OS-One Storey,2019,6,"$235,000","$256,400"
340 ENFIELD CRES,6080448000,OH-One & 1/2 Storey,2020,11,"$355,000","$364,200"
376 ENFIELD CRES 2,6093468260,TS-Two Storey,2019,6,"$298,450","$325,600"
376 ENFIELD CRES 3,6093468265,TS-Two Storey,2019,6,"$302,326","$329,800"
376 ENFIELD CRES 1,6093468255,TS-Two Storey,2019,6,"$300,388","$327,700"
365 GABOURY PL,6061382000,OS-One Storey,2019,5,"$280,000","$305,800"
370 GABOURY PL,6061394000,OS-One Storey,2020,5,"$300,000","$319,500"
426 GOULET ST,6081400000,OH-One & 1/2 Storey,2021,2,"$229,000","$230,400"
262 HAMEL AVE,6070689300,BL-Bi-Level,2020,9,"$225,000","$233,600"
290 HAMEL AVE,6070726000,OH-One & 1/2 Storey,2020,12,"$220,600","$224,800"
312 HAMEL AVE,6070752000,TS-Two Storey,2019,7,"$293,000","$319,400"
422 JEANNE D'ARC ST,6070964000,OH-One & 1/2 Storey,2019,11,"$310,000","$336,000"
440 JEANNE D'ARC ST,6070969000,TS-Two Storey,2019,5,"$377,440","$412,200"
446 JEANNE D'ARC ST,6070971000,OS-One Storey,2020,7,"$300,000","$315,600"
463 JEANNE D'ARC ST,6070948000,TS-Two Storey,2019,1,"$570,000","$625,900"
427 LANGEVIN ST,6070616000,OS-One Storey,2019,10,"$285,000","$309,200"
430 LANGEVIN ST,6070651000,OS-One Storey,2019,7,"$177,000","$192,900"
441 LANGEVIN ST,6070619000,TS-Two Storey,2021,3,"$601,000","$601,000"
449 LANGEVIN ST,6070622000,TS-Two Storey,2019,10,"$392,000","$425,300"
468 LANGEVIN ST,6070661000,O3-One & 3/4 Storey,2020,11,"$212,000","$217,500"
485 LANGEVIN ST,6070640000,TS-Two Storey,2019,5,"$189,500","$206,900"
528 LANGEVIN ST,6070281000,O3-One & 3/4 Storey,2020,6,"$285,000","$301,500"
529 LANGEVIN ST,6070261000,O3-One & 3/4 Storey,2021,3,"$220,000","$220,000"
533 LANGEVIN ST,6070259000,O3-One & 3/4 Storey,2021,1,"$151,500","$153,500"
536 LANGEVIN ST,6070285000,O3-One & 3/4 Storey,2019,10,"$291,000","$315,700"
541 LANGEVIN ST,6070256000,TH-Two & 1/2 Storey,2020,8,"$620,000","$647,900"
544 LANGEVIN ST,6093468250,TS-Two Storey,2020,7,"$390,000","$410,300"
623 LANGEVIN ST,6061316000,TS-Two Storey,2020,8,"$525,023","$548,600"
149 MASSON ST,6093459905,TS-Two Storey,2020,8,"$400,000","$418,000"
193 MASSON ST,6060057000,TS-Two Storey,2020,7,"$328,000","$345,100"
423 RITCHOT ST,6070669000,OS-One Storey,2020,11,"$251,750","$258,300"
442 RITCHOT ST,6070708000,OH-One & 1/2 Storey,2020,9,"$205,000","$212,800"
454 RITCHOT ST,6070713000,OH-One & 1/2 Storey,2020,12,"$335,000","$341,400"
471 RITCHOT ST,6093468225,OH-One & 1/2 Storey,2019,6,"$267,500","$291,800"
471 RITCHOT ST,6093468225,OH-One & 1/2 Storey,2020,8,"$295,600","$308,900"
476 RITCHOT ST,6070721000,TS-Two Storey,2021,2,"$240,000","$241,400"
517 RITCHOT ST,6070307000,TO-Two/One Storey,2020,9,"$285,000","$295,800"
519 RITCHOT ST,6070306000,OS-One Storey,2021,1,"$237,500","$240,600"
540 RITCHOT ST,6070327000,TS-Two Storey,2019,7,"$320,000","$348,800"
545 RITCHOT ST,6070296000,OS-One Storey,2021,2,"$250,545","$252,000"
414 ST JEAN BAPTISTE ST,6070858000,OS-One Storey,2020,7,"$255,000","$268,300"
427 ST JEAN BAPTISTE ST,6070751000,TS-Two Storey,2020,12,"$714,286","$727,900"
433 ST JEAN BAPTISTE ST,6070749000,OH-One & 1/2 Storey,2019,3,"$327,500","$358,600"
440 ST JEAN BAPTISTE ST,6070774000,TS-Two Storey,2019,7,"$315,000","$343,400"
452 ST JEAN BAPTISTE ST,6070769000,OS-One Storey,2019,8,"$249,000","$270,900"
456 ST JEAN BAPTISTE ST,6070768000,OS-One Storey,2019,9,"$224,000","$243,500"
462 ST JEAN BAPTISTE ST,6070765000,OS-One Storey,2020,2,"$247,900","$267,700"
468 ST JEAN BAPTISTE ST,6070763000,OH-One & 1/2 Storey,2020,8,"$285,000","$297,800"
513 ST JEAN BAPTISTE ST,6070353000,TS-Two Storey,2019,8,"$331,500","$360,700"
519 ST JEAN BAPTISTE ST,6070351000,O3-One & 3/4 Storey,2019,10,"$245,000","$265,800"
592 ST JEAN BAPTISTE ST,6060810000,TS-Two Storey,2021,1,"$205,000","$207,700"
622 ST JEAN BAPTISTE ST,6060822000,TS-Two Storey,2021,1,"$370,000","$374,800"
167 THOMAS BERRY ST,6070085000,OH-One & 1/2 Storey,2020,1,"$215,000","$232,400"
187 THOMAS BERRY ST,6093279900,BL-Bi-Level,2020,7,"$315,000","$331,400"
203 THOMAS BERRY ST,6070071300,TS-Two Storey,2020,12,"$215,000","$219,100"
205 THOMAS BERRY ST,6070071100,TS-Two Storey,2020,12,"$215,000","$219,100"
222 THOMAS BERRY ST,6070124000,TS-Two Storey,2020,3,"$219,900","$237,100"
228 THOMAS BERRY ST,6070126500,OS-One Storey,2020,10,"$270,000","$278,600"
232 THOMAS BERRY ST,6070128000,OS-One Storey,2019,11,"$193,000","$209,200"
233 THOMAS BERRY ST,6070059000,OS-One Storey,2020,6,"$167,500","$177,200"
347 YOUVILLE ST,6081598500,OS-One Storey,2019,4,"$340,000","$372,000"
492 PROVENCHER BLVD,6050107000,TS-Two Storey,2019,2,"$267,000","$292,900"
462 TISSOT ST,6051113000,OS-One Storey,2019,8,"$170,000","$185,000"
496 TISSOT ST,6050130000,OS-One Storey,2019,6,"$224,900","$245,400"
496 TISSOT ST,6050130000,OS-One Storey,2020,8,"$245,000","$256,000"
661 ARCHIBALD ST,6030958000,OS-One Storey,2021,3,"$190,000","$190,000"
699 ARCHIBALD ST,6031100000,OH-One & 1/2 Storey,2019,10,"$181,115","$196,500"
699 ARCHIBALD ST,6031100000,OH-One & 1/2 Storey,2020,9,"$245,000","$254,300"
799 ARCHIBALD ST,6031460000,OS-One Storey,2019,6,"$276,000","$301,100"
564 COTE ST,6031394000,OH-One & 1/2 Storey,2020,11,"$260,000","$266,800"
582 COTE ST,6031400000,OH-One & 1/2 Storey,2019,3,"$249,670","$273,400"
593 COTE ST,6031379000,OS-One Storey,2019,6,"$307,000","$334,900"
596 COTE ST,6031405000,OH-One & 1/2 Storey,2020,8,"$250,000","$261,300"
599 COTE ST,6031377000,OS-One Storey,2019,10,"$185,000","$200,700"
601 COTE ST,6031376000,BL-Bi-Level,2019,8,"$294,000","$319,900"
565 CUSSON ST,6031336000,OH-One & 1/2 Storey,2020,10,"$275,500","$284,300"
595 CUSSON ST,6031345000,OS-One Storey,2019,6,"$290,000","$316,400"
493 DENISET ST,6031084000,OS-One Storey,2020,11,"$340,000","$348,800"
511 DENISET ST,6031078000,OH-One & 1/2 Storey,2019,5,"$263,000","$287,200"
580 DENISET ST,6031135000,OH-One & 1/2 Storey,2020,6,"$220,000","$232,800"
559 GAREAU ST,6031436000,TS-Two Storey,2019,6,"$324,900","$354,500"
572 GAREAU ST,6031443000,OH-One & 1/2 Storey,2020,12,"$267,000","$272,100"
590 GAREAU ST,6031448000,OH-One & 1/2 Storey,2019,5,"$237,350","$259,200"
595 GAREAU ST,6031425000,OH-One & 1/2 Storey,2020,9,"$282,500","$293,200"
619 GAREAU ST,6031418000,OH-One & 1/2 Storey,2019,10,"$275,000","$298,400"
581 GUILBAULT ST,6031479000,OH-One & 1/2 Storey,2020,10,"$215,000","$221,900"
587 GUILBAULT ST,6031477000,OS-One Storey,2019,9,"$280,000","$304,400"
603 GUILBAULT ST,6031472000,OH-One & 1/2 Storey,2020,6,"$300,603","$318,000"
609 GUILBAULT ST,6031470000,OH-One & 1/2 Storey,2020,3,"$217,500","$234,500"
609 GUILBAULT ST,6031470000,OH-One & 1/2 Storey,2020,9,"$295,000","$306,200"
623 GUILBAULT ST,6031466000,OS-One Storey,2020,2,"$197,000","$212,800"
522 PROSPER ST,6030916000,OH-One & 1/2 Storey,2019,7,"$225,500","$245,800"
540 PROSPER ST,6030923000,OS-One Storey,2020,11,"$350,100","$359,200"
504 ST CATHERINE ST,6032446000,OS-One Storey,2019,6,"$165,000","$180,000"
520 ST CATHERINE ST,6030982000,OH-One & 1/2 Storey,2019,11,"$253,500","$274,800"
539 ST CATHERINE ST,6030931000,OH-One & 1/2 Storey,2020,5,"$240,000","$255,600"
544 ST CATHERINE ST,6030989500,OS-One Storey,2019,8,"$225,300","$245,100"
562 ST CATHERINE ST,6031016000,OS-One Storey,2019,9,"$169,900","$184,700"
568 ST CATHERINE ST,6031018000,OS-One Storey,2021,3,"$228,500","$228,500"
572 ST CATHERINE ST,6031020000,OH-One & 1/2 Storey,2019,11,"$316,000","$342,500"
577 ST CATHERINE ST,6030962000,OS-One Storey,2019,10,"$266,500","$289,200"
507 TREMBLAY ST,6031008000,OH-One & 1/2 Storey,2019,9,"$203,000","$220,700"
509 TREMBLAY ST,6093461685,OS-One Storey,2020,6,"$255,000","$269,800"
519 TREMBLAY ST,6031003000,OS-One Storey,2019,7,"$211,000","$230,000"
522 TREMBLAY ST,6031053000,OS-One Storey,2019,3,"$269,000","$294,600"
528 TREMBLAY ST,6031055000,OS-One Storey,2020,8,"$214,800","$224,500"
538 TREMBLAY ST,6031058000,OS-One Storey,2019,7,"$185,500","$202,200"
543 TREMBLAY ST,6030994000,OS-One Storey,2019,2,"$245,000","$268,800"
550 TREMBLAY ST,6031062000,OH-One & 1/2 Storey,2019,10,"$218,000","$236,500"
562 TREMBLAY ST,6031089000,OS-One Storey,2020,9,"$135,000","$140,100"
572 TREMBLAY ST,6031091900,OH-One & 1/2 Storey,2020,6,"$252,500","$267,100"
583 TREMBLAY ST,6031033000,OH-One & 1/2 Storey,2019,4,"$280,000","$306,300"
499 CHERRIER ST,6030658000,O3-One & 3/4 Storey,2020,8,"$285,000","$297,800"
503 CHERRIER ST,6030660000,OS-One Storey,2020,8,"$150,000","$156,800"
525 CHERRIER ST,6030763000,O3-One & 3/4 Storey,2020,2,"$285,000","$307,800"
552 CHERRIER ST,6030787000,OS-One Storey,2020,10,"$157,500","$162,500"
556 CHERRIER ST,6030788000,TS-Two Storey,2019,2,"$462,500","$507,400"
517 DOUCET ST,6030671000,OH-One & 1/2 Storey,2019,7,"$190,000","$207,100"
546 DOUCET ST,6030816000,OS-One Storey,2020,4,"$216,500","$232,100"
502 GIROUX ST,6093260300,BL-Bi-Level,2020,11,"$358,000","$367,300"
526 GIROUX ST,6030748000,O3-One & 3/4 Storey,2020,4,"$225,000","$241,200"
530 GIROUX ST,6030750000,OH-One & 1/2 Storey,2019,8,"$270,000","$293,800"
541 GIROUX ST,6093288600,OH-One & 1/2 Storey,2019,7,"$282,000","$307,400"
26 CUNNINGTON AVE,8001324000,OS-One Storey,2019,9,"$325,000","$353,300"
29 CUNNINGTON AVE,8001303500,OS-One Storey,2019,3,"$278,000","$304,400"
34 CUNNINGTON AVE,8001322000,OS-One Storey,2019,8,"$265,000","$288,300"
49 CUNNINGTON AVE,8001308000,OH-One & 1/2 Storey,2019,12,"$232,000","$251,300"
56 CUNNINGTON AVE,8001317000,OH-One & 1/2 Storey,2021,1,"$270,000","$273,500"
67 CUNNINGTON AVE,8001312500,OH-One & 1/2 Storey,2020,8,"$309,900","$323,800"
106 CUNNINGTON AVE,8001279000,OH-One & 1/2 Storey,2019,10,"$265,000","$287,500"
16 ELM PARK RD,8001296000,OH-One & 1/2 Storey,2020,8,"$300,000","$313,500"
38 ELM PARK RD,8001290500,TS-Two Storey,2020,9,"$388,000","$402,700"
45 ELM PARK RD,8001025000,OH-One & 1/2 Storey,2020,11,"$275,450","$282,600"
56 ELM PARK RD,8001286500,TS-Two Storey,2020,12,"$370,000","$377,000"
70 ELM PARK RD,8001283000,OS-One Storey,2021,3,"$381,555","$381,600"
72 ELM PARK RD,8001282500,OS-One Storey,2019,10,"$275,000","$298,400"
18 GLENLAWN AVE,8001515500,OS-One Storey,2019,10,"$295,000","$320,100"
33 GLENLAWN AVE,8001498500,OS-One Storey,2020,9,"$308,000","$319,700"
93 GLENLAWN AVE,8001544500,OS-One Storey,2020,10,"$335,000","$345,700"
104 GLENLAWN AVE,8001557500,TS-Two Storey,2019,8,"$375,000","$408,000"
9 KINGSTON ROW,8000975000,OH-One & 1/2 Storey,2020,8,"$332,000","$346,900"
11 KINGSTON ROW,8000974500,OS-One Storey,2020,11,"$295,500","$303,200"
28 KINGSTON ROW,8000982500,OS-One Storey,2020,1,"$329,000","$355,600"
35 KINGSTON ROW,8000969000,OS-One Storey,2019,8,"$308,000","$335,100"
40 KINGSTON ROW,8000979500,OS-One Storey,2019,2,"$267,000","$292,900"
41 KINGSTON ROW,8000966500,OH-One & 1/2 Storey,2020,7,"$615,000","$647,000"
94 KINGSTON ROW,8001051500,OH-One & 1/2 Storey,2020,8,"$330,000","$344,900"
112 KINGSTON ROW,8001063000,OS-One Storey,2020,6,"$229,000","$242,300"
21 MAGER DR,8000503500,TS-Two Storey,2019,6,"$360,000","$392,800"
39 MAGER DR,8000507500,OH-One & 1/2 Storey,2019,10,"$440,000","$477,400"
11 ROSEWARNE AVE,8000991500,OS-One Storey,2019,6,"$336,000","$366,600"
27 ROSEWARNE AVE,8000995500,OS-One Storey,2020,9,"$345,027","$358,100"
31 ROSEWARNE AVE,8000996500,OS-One Storey,2020,11,"$346,000","$355,000"
36 ROSEWARNE AVE,8001008000,OH-One & 1/2 Storey,2020,6,"$335,000","$354,400"
38 ROSEWARNE AVE,8001007500,O3-One & 3/4 Storey,2020,9,"$368,000","$382,000"
41 ROSEWARNE AVE,8000999000,OS-One Storey,2020,11,"$300,041","$307,800"
48 ROSEWARNE AVE,8001005000,OH-One & 1/2 Storey,2020,11,"$252,900","$259,500"
49 SPRINGSIDE DR,8001442000,OS-One Storey,2020,9,"$287,000","$297,900"
59 SPRINGSIDE DR,8001440500,OH-One & 1/2 Storey,2020,11,"$298,000","$305,700"
95 SPRINGSIDE DR,8001434500,OS-One Storey,2020,9,"$315,000","$327,000"
98 SPRINGSIDE DR,8001520000,TS-Two Storey,2020,9,"$396,000","$411,000"
16 ST MARK'S PL,8000516500,TS-Two Storey,2019,7,"$370,000","$403,300"
26 ST MARK'S PL,8000514000,OS-One Storey,2019,6,"$340,000","$370,900"
608 ST MARY'S RD,8000492000,TS-Two Storey,2020,9,"$337,200","$350,000"
708 ST MARY'S RD,8001449000,OS-One Storey,2020,8,"$240,000","$250,800"
23 SUNSET BLVD,8001474000,OS-One Storey,2020,7,"$260,000","$273,500"
28 SUNSET BLVD,8001490000,OS-One Storey,2019,7,"$248,800","$271,200"
69 SUNSET BLVD,8001466000,OH-One & 1/2 Storey,2020,10,"$331,500","$342,100"
73 SUNSET BLVD,8001465000,OS-One Storey,2020,7,"$342,500","$360,300"
48 AVONDALE RD,8001682000,TS-Two Storey,2020,9,"$369,800","$383,900"
58 AVONDALE RD,8001684500,OS-One Storey,2020,12,"$359,058","$365,900"
25 BANK AVE,8001333000,OS-One Storey,2020,7,"$215,000","$226,200"
44 BANK AVE,8001354000,OH-One & 1/2 Storey,2019,4,"$273,000","$298,700"
44 BANK AVE,8001354000,OH-One & 1/2 Storey,2020,9,"$288,000","$298,900"
57 BANK AVE,8001337000,OS-One Storey,2020,10,"$225,000","$232,200"
79 BANK AVE,8001340500,OS-One Storey,2021,3,"$155,000","$155,000"
90 BANK AVE,8001359500,OS-One Storey,2019,10,"$326,000","$353,700"
136 BANK AVE,8001386500,OS-One Storey,2019,8,"$230,000","$250,200"
147 BANK AVE,8001381000,OS-One Storey,2019,5,"$288,000","$314,500"
9 BLENHEIM AVE,8000441500,OS-One Storey,2020,10,"$145,000","$149,600"
16 BLENHEIM AVE,8000449000,OS-One Storey,2021,3,"$197,400","$197,400"
42 BLENHEIM AVE,8000453000,OS-One Storey,2020,9,"$249,900","$259,400"
116 BLENHEIM AVE,8000463000,OH-One & 1/2 Storey,2019,5,"$222,000","$242,400"
170 BLENHEIM AVE,8000470000,OH-One & 1/2 Storey,2020,8,"$291,000","$304,100"
182 BLENHEIM AVE,8000471500,OS-One Storey,2019,6,"$259,900","$283,600"
10 CARRIERE AVE,8000008000,OS-One Storey,2019,5,"$286,000","$312,300"
28 CARRIERE AVE,8000010000,OS-One Storey,2019,9,"$221,000","$240,200"
48 CARRIERE AVE,8000013000,OH-One & 1/2 Storey,2019,9,"$260,000","$282,600"
66 CARRIERE AVE,8000015500,OS-One Storey,2019,1,"$262,000","$287,700"
19 CLONARD AVE,8000559000,OS-One Storey,2019,2,"$262,500","$288,000"
33 CLONARD AVE,8000561500,OS-One Storey,2020,6,"$240,000","$253,900"
44 CLONARD AVE,8000581500,OS-One Storey,2020,6,"$241,000","$255,000"
50 CLONARD AVE,8000582400,BL-Bi-Level,2020,8,"$300,000","$313,500"
55 CLONARD AVE,8000565000,OS-One Storey,2019,8,"$280,000","$304,600"
82 CLONARD AVE,8021150500,TS-Two Storey,2019,8,"$329,000","$358,000"
84 CLONARD AVE,8021150600,BL-Bi-Level,2019,7,"$300,000","$327,000"
85 CLONARD AVE,8000569500,OS-One Storey,2020,2,"$255,000","$275,400"
95 CLONARD AVE,8000571500,OS-One Storey,2019,10,"$235,000","$255,000"
119 CLONARD AVE,8000639000,OS-One Storey,2020,6,"$210,000","$222,200"
123 CLONARD AVE,8000639500,OS-One Storey,2021,2,"$293,000","$294,800"
157 CLONARD AVE,8000644000,OS-One Storey,2020,4,"$262,500","$281,400"
171 CLONARD AVE,8000645000,OS-One Storey,2020,7,"$262,000","$275,600"
174 CLONARD AVE,8000656000,OS-One Storey,2020,11,"$310,000","$318,100"
181 CLONARD AVE,8000646500,OS-One Storey,2020,8,"$305,700","$319,500"
22 DUNRAVEN AVE,8000435000,OS-One Storey,2020,12,"$265,000","$270,000"
80 DUNRAVEN AVE,8000406500,OH-One & 1/2 Storey,2020,8,"$276,900","$289,400"
94 DUNRAVEN AVE,8000408000,OH-One & 1/2 Storey,2019,7,"$215,000","$234,400"
