Property Address,Roll Number,Building Type,Sale Year,Sale Month,Sale Price,Time Adjust Sale Price
56 BEAUMONT BAY,3070942900,TS-Two Storey,2020,5,"$199,000","$211,500"
58 BEAUMONT BAY,3070942700,TS-Two Storey,2021,1,"$213,000","$215,600"
62 BEAUMONT BAY,3070942500,TS-Two Storey,2020,7,"$222,000","$233,100"
64 BEAUMONT BAY,3070942300,TS-Two Storey,2020,7,"$167,000","$175,400"
17 BISCAYNE BAY,3070925900,TS-Two Storey,2019,4,"$230,000","$248,900"
42 BISCAYNE BAY,3070920100,TS-Two Storey,2020,8,"$226,000","$235,900"
56 BISCAYNE BAY,3070918900,TS-Two Storey,2019,9,"$205,000","$221,200"
75 BISCAYNE BAY,3070925300,TS-Two Storey,2021,1,"$202,000","$204,400"
76 BISCAYNE BAY,3070917300,TS-Two Storey,2019,3,"$178,000","$192,600"
81 BISCAYNE BAY,3070924900,TS-Two Storey,2020,6,"$230,000","$242,900"
83 BISCAYNE BAY,3070924700,TS-Two Storey,2019,9,"$196,000","$211,500"
88 BISCAYNE BAY,3070916300,TS-Two Storey,2019,4,"$213,500","$231,000"
97 BISCAYNE BAY,3070923500,TS-Two Storey,2020,6,"$220,000","$232,300"
1000 BOSTON AVE,3093005535,BL-Bi-Level,2019,7,"$382,655","$413,300"
1024 BOSTON AVE,3093003180,BL-Bi-Level,2019,11,"$350,000","$377,300"
1026 BOSTON AVE,3093003175,BL-Bi-Level,2019,11,"$338,095","$364,500"
1031 BOSTON AVE,3070045000,BL-Bi-Level,2019,4,"$335,000","$362,500"
1032 BOSTON AVE,3093005275,BL-Bi-Level,2019,8,"$290,601","$313,800"
1045 BOSTON AVE,3093005525,BL-Bi-Level,2019,4,"$300,291","$324,900"
1047 BOSTON AVE,3093005530,BL-Bi-Level,2019,4,"$315,891","$341,800"
53 BRISBANE AVE,3070171000,OS-One Storey,2020,8,"$280,000","$292,300"
1016 CHEVRIER BLVD,3065913000,OS-One Storey,2020,8,"$222,000","$231,800"
1021 CHEVRIER BLVD,3066211000,OH-One & 1/2 Storey,2020,4,"$290,000","$310,000"
1028 CHEVRIER BLVD,3065910000,OS-One Storey,2020,5,"$375,000","$398,600"
1015 CLARENCE AVE,3093005260,BL-Bi-Level,2019,7,"$355,000","$383,400"
1017 CLARENCE AVE,3093005265,BL-Bi-Level,2019,8,"$352,000","$380,200"
1040 CLARENCE AVE,3070023000,OH-One & 1/2 Storey,2019,10,"$240,000","$258,700"
1143 CLARENCE AVE,3070638000,OS-One Storey,2019,7,"$203,000","$219,200"
1179 CLARENCE AVE,3070634000,OS-One Storey,2019,11,"$240,000","$258,700"
1185 CLARENCE AVE,3070631000,OS-One Storey,2020,11,"$205,000","$210,100"
1187 CLARENCE AVE,3070630000,OS-One Storey,2020,11,"$307,500","$315,200"
1201 CLARENCE AVE,3070628000,OS-One Storey,2020,11,"$386,000","$395,700"
3 DICKSON CRES,3070915100,TS-Two Storey,2020,12,"$165,000","$168,000"
16 DICKSON CRES,3070910100,TS-Two Storey,2020,9,"$223,000","$231,300"
22 DICKSON CRES,3070909700,TS-Two Storey,2020,7,"$235,000","$246,800"
24 DICKSON CRES,3070909500,TS-Two Storey,2019,9,"$194,500","$209,900"
108 DONNELLY ST,3070641500,OS-One Storey,2020,6,"$333,000","$351,600"
1053 DUMAS AVE,3070121000,OH-One & 1/2 Storey,2019,4,"$245,000","$265,100"
99 FARWELL BAY,3070602000,OS-One Storey,2020,11,"$405,099","$415,200"
1040 HOWARD AVE,3070322000,OS-One Storey,2019,8,"$227,500","$245,700"
1044 HOWARD AVE,3070321000,OS-One Storey,2020,9,"$265,500","$275,300"
1048 HOWARD AVE,3070320000,OS-One Storey,2019,1,"$267,000","$289,200"
1055 HOWARD AVE,3070313000,OS-One Storey,2020,8,"$277,500","$289,700"
1062 HOWARD AVE,3070316000,OS-One Storey,2020,7,"$286,000","$300,300"
319 HUDSON ST,3070546000,TS-Two Storey,2020,8,"$370,000","$386,300"
461 HUDSON ST,3066231000,TS-Two Storey,2019,7,"$296,000","$319,700"
493 HUDSON ST,3066223000,OS-One Storey,2021,3,"$350,000","$350,000"
513 HUDSON ST,3065942000,BL-Bi-Level,2020,6,"$341,000","$360,100"
525 HUDSON ST,3065946000,OS-One Storey,2021,3,"$365,000","$365,000"
1018 KELSEY AVE,3091584100,O3-One & 3/4 Storey,2020,8,"$255,000","$266,200"
1025 KELSEY AVE,3070282000,OS-One Storey,2019,9,"$197,000","$212,600"
1033 KELSEY AVE,3070284000,OS-One Storey,2019,6,"$202,000","$218,400"
1035 KELSEY AVE,3070285000,OS-One Storey,2019,7,"$210,250","$227,100"
1041 MANAHAN AVE,3065929000,OH-One & 1/2 Storey,2020,4,"$247,000","$264,000"
1045 MANAHAN AVE,3065930000,OS-One Storey,2019,8,"$232,000","$250,600"
1045 MANAHAN AVE,3065930000,OS-One Storey,2020,12,"$269,900","$274,800"
1048 MANAHAN AVE,3065934000,OS-One Storey,2019,11,"$285,000","$307,200"
40 MARSHALL CRES,3070659000,OS-One Storey,2019,12,"$290,000","$312,300"
72 MARSHALL CRES,3070652000,OS-One Storey,2019,7,"$325,000","$351,000"
111 MARSHALL CRES,3070685000,OS-One Storey,2019,6,"$322,000","$348,100"
129 MARSHALL CRES,3070612000,OS-One Storey,2019,8,"$295,000","$318,600"
169 MARSHALL CRES,3070614000,TS-Two Storey,2019,8,"$365,000","$394,200"
257 MARSHALL BAY,3070213000,OS-One Storey,2019,10,"$285,000","$307,200"
280 MARSHALL BAY,3070200000,OS-One Storey,2019,9,"$300,000","$323,700"
327 MARSHALL BAY,3070230000,OS-One Storey,2021,3,"$352,000","$352,000"
343 MARSHALL BAY,3070234000,OS-One Storey,2019,11,"$276,500","$298,100"
363 MARSHALL BAY,3070239000,OS-One Storey,2020,12,"$295,500","$300,800"
366 MARSHALL BAY,3070162000,OS-One Storey,2019,5,"$285,000","$308,100"
1008 RADISSON AVE,3070268000,OS-One Storey,2019,9,"$210,000","$226,600"
1032 RADISSON AVE,3070261000,OS-One Storey,2020,5,"$215,000","$228,500"
3 RAMPART BAY,3070939100,TS-Two Storey,2019,8,"$205,000","$221,400"
86 RAMPART BAY,3070928500,TS-Two Storey,2019,7,"$195,000","$210,600"
91 RAMPART BAY,3070936100,TS-Two Storey,2019,7,"$203,000","$219,200"
1005 ROYSE AVE,3070075000,OS-One Storey,2020,6,"$250,000","$264,000"
1010 ROYSE AVE,3093002725,BL-Bi-Level,2020,7,"$342,000","$359,100"
1033 ROYSE AVE,3093007205,TS-Two Storey,2020,8,"$380,000","$396,700"
1035 ROYSE AVE,3093007210,BL-Bi-Level,2020,5,"$393,756","$418,600"
1035 ROYSE AVE,3093007210,BL-Bi-Level,2021,1,"$410,000","$414,900"
1051 ROYSE AVE,3070086000,OH-One & 1/2 Storey,2021,3,"$298,500","$298,500"
2 VINCENT ST,3070911500,TS-Two Storey,2019,7,"$206,000","$222,500"
8 VINCENT ST,3070912100,TS-Two Storey,2019,10,"$227,500","$245,200"
14 VINCENT ST,3070912500,TS-Two Storey,2021,1,"$220,000","$222,600"
16 VINCENT ST,3070912700,TS-Two Storey,2019,9,"$195,000","$210,400"
28 VINCENT ST,3070913700,TS-Two Storey,2019,7,"$155,500","$167,900"
33 VINCENT ST,3070906100,TS-Two Storey,2020,9,"$206,500","$214,100"
1008 WALLER AVE,3070872000,OS-One Storey,2019,1,"$230,000","$249,100"
1014 WALLER AVE,3070871000,OS-One Storey,2019,5,"$300,000","$324,300"
1022 WALLER AVE,3070868000,OH-One & 1/2 Storey,2020,5,"$272,000","$289,100"
1158 WALLER AVE,3070839000,OS-One Storey,2020,11,"$316,000","$323,900"
1304 WALLER AVE,3070799000,OS-One Storey,2021,2,"$400,000","$402,400"
1312 WALLER AVE,3070797000,OS-One Storey,2020,8,"$267,500","$279,300"
939 BYNG PL,3090742000,OS-One Storey,2020,9,"$265,000","$274,800"
943 BYNG PL,3090740000,OH-One & 1/2 Storey,2020,6,"$287,900","$304,000"
945 BYNG PL,3090739000,OS-One Storey,2020,1,"$220,000","$236,900"
876 JUBILEE AVE,12001602000,TS-Two Storey,2020,8,"$430,000","$448,900"
886 JUBILEE AVE,12001604000,TS-Two Storey,2019,7,"$410,000","$442,800"
921 MERRIAM BLVD,3090814000,OH-One & 1/2 Storey,2020,5,"$270,000","$287,000"
938 MERRIAM BLVD,3090846000,OS-One Storey,2020,1,"$300,000","$323,100"
949 MERRIAM BLVD,3090805000,OS-One Storey,2019,7,"$220,000","$237,600"
754 NORTH DR,3090372000,OS-One Storey,2020,9,"$300,500","$311,600"
777 NORTH DR,3090595000,OS-One Storey,2019,7,"$369,900","$399,500"
778 NORTH DR,3090377000,TS-Two Storey,2019,11,"$345,000","$371,900"
810 NORTH DR,3090380000,OH-One & 1/2 Storey,2019,7,"$440,000","$475,200"
821 NORTH DR,3090565000,OS-One Storey,2021,2,"$345,000","$347,100"
827 NORTH DR,3090563000,OH-One & 1/2 Storey,2019,3,"$299,900","$324,500"
856 NORTH DR,3090390000,OH-One & 1/2 Storey,2019,5,"$350,000","$378,400"
948 NORTH DR,3090472000,OH-One & 1/2 Storey,2019,6,"$315,000","$340,500"
948 NORTH DR,3090472000,OH-One & 1/2 Storey,2020,8,"$322,500","$336,700"
951 NORTH DR,3090521000,OH-One & 1/2 Storey,2020,1,"$320,000","$344,600"
631 OAKENWALD AVE,3090231000,TS-Two Storey,2019,9,"$300,000","$323,700"
669 OAKENWALD AVE,3090196000,OS-One Storey,2020,6,"$289,800","$306,000"
845 OAKENWALD AVE,3090125000,OS-One Storey,2019,6,"$299,800","$324,100"
767 POINT RD,3092993260,TS-Two Storey,2020,12,"$459,000","$467,300"
19 RIVERSIDE DR,3090822000,OH-One & 1/2 Storey,2019,8,"$257,500","$278,100"
22 RIVERSIDE DR,3090889000,TS-Two Storey,2020,4,"$467,000","$499,200"
27 RIVERSIDE DR,3090884000,TS-Two Storey,2020,12,"$422,500","$430,100"
36 RIVERSIDE DR,3090775500,TO-Two/One Storey,2020,9,"$671,000","$695,800"
43 RIVERSIDE DR,3090879000,OS-One Storey,2020,2,"$300,000","$322,800"
45 RIVERSIDE DR,3090878000,OS-One Storey,2020,1,"$297,000","$319,900"
645 RIVERWOOD AVE,3090254000,OS-One Storey,2019,4,"$346,645","$375,100"
666 RIVERWOOD AVE,3090184000,OH-One & 1/2 Storey,2019,8,"$355,000","$383,400"
732 RIVERWOOD AVE,3090141000,OS-One Storey,2019,3,"$590,000","$638,400"
832 RIVERWOOD AVE,3090113000,OH-One & 1/2 Storey,2021,3,"$285,000","$285,000"
835 RIVERWOOD AVE,3090097000,O3-One & 3/4 Storey,2020,11,"$350,000","$358,800"
857 RIVERWOOD AVE,3090092000,OH-One & 1/2 Storey,2020,10,"$280,000","$288,700"
906 RIVERWOOD AVE,3090062000,TS-Two Storey,2020,11,"$250,000","$256,300"
730 SOMERSET AVE,3090583000,OH-One & 1/2 Storey,2019,4,"$398,000","$430,600"
804 SOMERSET AVE,3090561000,OS-One Storey,2019,6,"$475,000","$513,500"
843 SOMERSET AVE,3090542000,TS-Two Storey,2019,6,"$360,000","$389,200"
852 SOMERSET AVE,3090533000,OH-One & 1/2 Storey,2021,1,"$520,000","$526,200"
913 SOMERVILLE AVE,3090664000,OS-One Storey,2021,2,"$295,000","$296,800"
918 SOMERVILLE AVE,3090675400,OH-One & 1/2 Storey,2020,10,"$395,000","$407,200"
737 SOUTHWOOD AVE,3090136000,OH-One & 1/2 Storey,2019,12,"$352,000","$379,100"
851 SOUTHWOOD AVE,3090012000,OH-One & 1/2 Storey,2020,12,"$520,000","$529,400"
951 SOUTHWOOD AVE,3090008000,OS-One Storey,2020,8,"$485,000","$506,300"
967 SOUTHWOOD AVE,3090004000,OS-One Storey,2019,3,"$311,100","$336,600"
968 SOUTHWOOD AVE,3090032000,OS-One Storey,2019,1,"$269,900","$292,300"
984 SOUTHWOOD AVE,3090028000,OS-One Storey,2019,5,"$327,118","$353,600"
647 VISCOUNT PL,3090210000,TS-Two Storey,2020,10,"$441,647","$455,300"
649 VISCOUNT PL,3090209000,OH-One & 1/2 Storey,2019,7,"$480,000","$518,400"
657 VISCOUNT PL,3090206000,OH-One & 1/2 Storey,2020,5,"$345,000","$366,700"
665 VISCOUNT PL,3090202000,TS-Two Storey,2020,1,"$395,000","$425,400"
778 WATERFORD AVE,3090296200,OS-One Storey,2019,9,"$295,000","$318,300"
801 WATERFORD AVE,3090356000,TS-Two Storey,2020,8,"$370,000","$386,300"
906 WATERFORD AVE,3090301000,OH-One & 1/2 Storey,2020,9,"$330,000","$342,200"
913 WATERFORD AVE,3090339000,TS-Two Storey,2020,5,"$360,100","$382,800"
917 WATERFORD AVE,3090338000,OS-One Storey,2020,12,"$315,000","$320,700"
924 WATERFORD AVE,3090307000,OH-One & 1/2 Storey,2019,8,"$330,000","$356,400"
947 WATERFORD AVE,3090329000,OS-One Storey,2020,2,"$295,000","$317,400"
961 WATERFORD AVE,3090325000,OS-One Storey,2019,8,"$330,000","$356,400"
924 WINDERMERE AVE,3090639000,OS-One Storey,2020,11,"$295,000","$302,400"
940 WINDERMERE AVE,3090636000,OS-One Storey,2020,7,"$572,000","$600,600"
950 WINDERMERE AVE,3091406800,TS-Two Storey,2019,8,"$450,155","$486,200"
977 WINDERMERE AVE,3090684000,OH-One & 1/2 Storey,2020,11,"$323,000","$331,100"
325 NORTH DR,3090283000,TS-Two Storey,2021,2,"$1,340,325","$1,348,400"
534 OAKENWALD AVE,3081756000,TS-Two Storey,2019,8,"$345,000","$372,600"
626 OAKENWALD AVE,3081789000,OH-One & 1/2 Storey,2020,7,"$305,000","$320,300"
621 SOUTH DR,3081190000,TS-Two Storey,2019,10,"$530,000","$571,300"
621 SOUTH DR,3081190000,TS-Two Storey,2020,9,"$608,000","$630,500"
202 WILDWOOD A PK,3081233000,TS-Two Storey,2019,10,"$400,000","$431,200"
203 WILDWOOD A PK,3081234000,TS-Two Storey,2020,11,"$579,000","$593,500"
235 WILDWOOD A PK,3081244000,TS-Two Storey,2020,8,"$437,235","$456,500"
147 WILDWOOD C PK,3081316000,OH-One & 1/2 Storey,2020,10,"$550,000","$567,100"
153 WILDWOOD C PK,3081323000,BL-Bi-Level,2019,10,"$425,000","$458,200"
159 WILDWOOD C PK,3081317000,OH-One & 1/2 Storey,2019,10,"$463,000","$499,100"
53 WILDWOOD E PK,3081367000,OH-One & 1/2 Storey,2019,7,"$380,000","$410,400"
64 WILDWOOD E PK,3081393000,TS-Two Storey,2020,10,"$365,000","$376,300"
74 WILDWOOD E PK,3081389000,TS-Two Storey,2020,8,"$457,000","$477,100"
82 WILDWOOD E PK,3081382000,OH-One & 1/2 Storey,2020,10,"$402,500","$415,000"
83 WILDWOOD E PK,3081381000,OS-One Storey,2020,10,"$300,000","$309,300"
346 WILDWOOD H PK,3081476000,OH-One & 1/2 Storey,2020,8,"$336,500","$351,300"
302 WILDWOOD I PK,3081523000,TS-Two Storey,2019,7,"$565,000","$610,200"
246 WILDWOOD J PK,3081540000,OH-One & 1/2 Storey,2020,5,"$389,000","$413,500"
264 WILDWOOD J PK,3081554000,TS-Two Storey,2021,2,"$357,264","$359,400"
51 AGASSIZ DR,3053601000,OS-One Storey,2019,11,"$379,900","$409,500"
59 AGASSIZ DR,3053855000,TS-Two Storey,2019,9,"$375,000","$404,600"
62 AGASSIZ DR,3053714000,OS-One Storey,2019,8,"$365,000","$394,200"
33 D'ARCY DR,3053770500,BL-Bi-Level,2019,11,"$455,000","$490,500"
20 GLENGARRY DR,3053733000,OS-One Storey,2019,7,"$381,000","$411,500"
24 GLENGARRY DR,3053731000,OS-One Storey,2020,11,"$400,000","$410,000"
32 THATCHER DR,3053768000,OS-One Storey,2019,11,"$330,000","$355,700"
49 THATCHER DR,3053698000,TS-Two Storey,2020,1,"$366,100","$394,300"
50 THATCHER DR,3053663000,OS-One Storey,2020,9,"$390,000","$404,400"
56 THATCHER DR,3053660000,FL-4 Level Split,2020,8,"$417,500","$435,900"
76 THATCHER DR,3053646000,OS-One Storey,2020,11,"$494,000","$506,400"
78 THATCHER DR,3053645000,OS-One Storey,2019,11,"$350,000","$377,300"
85 THATCHER DR,3053618000,FL-4 Level Split,2021,2,"$450,000","$452,700"
95 THATCHER DR,3053613000,BL-Bi-Level,2020,8,"$389,900","$407,100"
99 THATCHER DR,3053611000,TS-Two Storey,2020,12,"$390,000","$397,000"
44 UNIVERSITY CRES,3053589000,OS-One Storey,2019,10,"$269,000","$290,000"
12 WEDGEWOOD DR,3053692000,OS-One Storey,2019,5,"$370,000","$400,000"
22 WEDGEWOOD DR,3053687000,OS-One Storey,2021,3,"$300,000","$300,000"
10 BATHGATE BAY,3080679000,OS-One Storey,2019,7,"$329,900","$356,300"
31 BATHGATE BAY,3080658000,OS-One Storey,2019,5,"$367,500","$397,300"
55 BATHGATE BAY,3080652000,OS-One Storey,2019,5,"$336,750","$364,000"
63 BATHGATE BAY,3080659000,OS-One Storey,2019,11,"$282,500","$304,500"
107 BUXTON RD,3080962000,OS-One Storey,2019,9,"$310,000","$334,500"
122 BUXTON RD,3080895000,OS-One Storey,2019,1,"$219,000","$237,200"
132 BUXTON RD,3080890000,OS-One Storey,2020,7,"$340,000","$357,000"
939 CRANE AVE,3080646000,OS-One Storey,2020,12,"$300,000","$305,400"
949 CRANE AVE,3080643000,OS-One Storey,2020,6,"$382,900","$404,300"
982 CRESCENT DR,3080061000,OS-One Storey,2021,3,"$287,000","$287,000"
10 CROWSON BAY,3080750000,OS-One Storey,2019,10,"$299,000","$322,300"
81 CROWSON BAY,3080738000,OS-One Storey,2020,10,"$310,000","$319,600"
90 CROWSON BAY,3080725000,OS-One Storey,2020,8,"$363,000","$379,000"
26 FLETCHER CRES,3080618000,OS-One Storey,2019,5,"$285,000","$308,100"
31 FLETCHER CRES,3080581000,OS-One Storey,2020,12,"$425,000","$432,700"
41 FLETCHER CRES,3080583000,OS-One Storey,2019,6,"$310,000","$335,100"
41 FLETCHER CRES,3080583000,OS-One Storey,2019,12,"$365,000","$393,100"
50 FLETCHER CRES,3080612000,OS-One Storey,2021,1,"$316,000","$319,800"
66 FLETCHER CRES,3080599000,OS-One Storey,2019,7,"$335,000","$361,800"
78 FLETCHER CRES,3080596000,OS-One Storey,2019,1,"$513,520","$556,100"
922 HOLLY AVE,3080454000,OS-One Storey,2020,10,"$397,000","$409,300"
936 HOLLY AVE,3080457000,OH-One & 1/2 Storey,2021,2,"$215,000","$216,300"
812 KEBIR PL,3080521000,TS-Two Storey,2019,10,"$465,000","$501,300"
9 KENNETH ST,3080563000,OS-One Storey,2020,11,"$330,000","$338,300"
26 KENNETH ST,3080568000,OS-One Storey,2020,10,"$350,000","$360,900"
832 LYON ST,3081725000,OS-One Storey,2020,7,"$255,000","$267,800"
872 LYON ST,3081735000,OS-One Storey,2020,11,"$326,125","$334,300"
907 NESBITT BAY,3080276900,OS-One Storey,2020,11,"$600,000","$615,000"
956 NESBITT BAY,3080223000,OS-One Storey,2019,9,"$378,000","$407,900"
978 NESBITT BAY,3080201000,OS-One Storey,2019,7,"$195,000","$210,600"
