Property Address,Roll Number,Building Type,Sale Year,Sale Month,Sale Price,Time Adjust Sale Price
317 RUTLAND ST,7041210000,TS-Two Storey,2020,11,"$322,829","$333,500"
319 RUTLAND ST,7041211000,TS-Two Storey,2020,10,"$325,353","$338,700"
320 RUTLAND ST,7041182000,TS-Two Storey,2019,10,"$308,000","$340,600"
326 RUTLAND ST,7041185000,OS-One Storey,2019,5,"$221,000","$245,100"
332 RUTLAND ST,7041188000,OS-One Storey,2019,10,"$144,000","$159,300"
332 RUTLAND ST,7041188000,OS-One Storey,2020,5,"$178,000","$193,000"
352 RUTLAND ST,7041317000,OH-One & 1/2 Storey,2019,8,"$390,398","$432,200"
366 RUTLAND ST,7041322000,OH-One & 1/2 Storey,2020,8,"$265,000","$280,400"
370 RUTLAND ST,7041323000,BL-Bi-Level,2019,11,"$310,000","$342,600"
375 RUTLAND ST,7041358000,OS-One Storey,2019,2,"$200,000","$222,400"
388 RUTLAND ST,7041329000,OH-One & 1/2 Storey,2020,11,"$176,900","$182,700"
410 RUTLAND ST,7569096500,OS-One Storey,2019,6,"$195,000","$216,300"
419 RUTLAND ST,7041371000,OH-One & 1/2 Storey,2020,9,"$285,500","$299,800"
442 RUTLAND ST,7041346000,OS-One Storey,2020,3,"$180,000","$198,400"
1760 ASSINIBOINE AVE,7000002000,TS-Two Storey,2020,1,"$531,000","$585,700"
1774 ASSINIBOINE AVE,7021767000,OS-One Storey,2020,8,"$370,000","$391,500"
167 BOURKEVALE DR,7021272000,OH-One & 1/2 Storey,2019,5,"$365,000","$404,800"
180 BOURKEVALE DR,7021294000,OH-One & 1/2 Storey,2021,1,"$401,000","$407,400"
142 CAVELL DR,7021689000,O3-One & 3/4 Storey,2020,7,"$335,142","$357,600"
170 CAVELL DR,7021698000,OS-One Storey,2020,4,"$295,000","$322,400"
124 COLLEGIATE ST,7020190000,OH-One & 1/2 Storey,2020,7,"$191,050","$203,900"
