Property Address,Roll Number,Building Type,Sale Year,Sale Month,Sale Price,Time Adjust Sale Price
269 BROOKLYN ST,7569057000,TS-TWO STOREY,2017,10,"$249,900","$251,900"
276 BROOKLYN ST,7569136555,OS-ONE STOREY,2018,1,"$216,500","$217,100"
279 BROOKLYN ST,7000048000,BL-BI-LEVEL,2016,8,"$245,000","$252,100"
294 BROOKLYN ST,7000095000,OS-ONE STOREY,2016,8,"$130,000","$133,800"
298 BROOKLYN ST,7000096000,OS-ONE STOREY,2017,10,"$180,000","$181,400"
304 BROOKLYN ST,7000097000,OH-ONE & 1/2 STOREY,2018,2,"$250,000","$250,500"
305 BROOKLYN ST,7000059100,BL-BI-LEVEL,2017,5,"$265,000","$269,000"
307 BROOKLYN ST,7000059300,OH-ONE & 1/2 STOREY,2016,8,"$129,900","$133,700"
309 BROOKLYN ST,7000060000,OH-ONE & 1/2 STOREY,2016,11,"$170,000","$174,100"
311 BROOKLYN ST,7000061000,OS-ONE STOREY,2016,4,"$160,000","$165,600"
312 BROOKLYN ST,7000099000,OH-ONE & 1/2 STOREY,2017,7,"$150,000","$151,800"
315 BROOKLYN ST,7000063000,O3-ONE & 3/4 STOREY,2017,3,"$150,000","$152,700"
327 BROOKLYN ST,7000104000,OH-ONE & 1/2 STOREY,2017,7,"$184,900","$187,100"
328 BROOKLYN ST,7000141000,OH-ONE & 1/2 STOREY,2017,7,"$168,000","$170,000"
369 BROOKLYN ST,7569092300,OS-ONE STOREY,2016,7,"$175,000","$180,300"
381 BROOKLYN ST,7000122000,OH-ONE & 1/2 STOREY,2017,7,"$120,000","$121,400"
388 BROOKLYN ST,7000156000,OS-ONE STOREY,2017,5,"$95,000","$96,400"
392 BROOKLYN ST,7000158200,OS-ONE STOREY,2016,9,"$248,000","$254,700"
396 BROOKLYN ST,7000158400,OS-ONE STOREY,2016,9,"$242,000","$248,500"
415 BROOKLYN ST,7000133000,OH-ONE & 1/2 STOREY,2016,12,"$200,000","$204,600"
427 BROOKLYN ST,7000137000,OH-ONE & 1/2 STOREY,2016,12,"$246,000","$251,700"
441 BROOKLYN ST,7000171500,TS-TWO STOREY,2017,6,"$247,000","$250,500"
473 BROOKLYN ST,7569108300,OS-ONE STOREY,2016,12,"$107,000","$109,500"
204 COLLEGIATE ST,7569076100,OS-ONE STOREY,2016,4,"$199,900","$206,900"
220 COLLEGIATE ST,7569127800,OH-ONE & 1/2 STOREY,2017,6,"$115,000","$116,600"
231 COLLEGIATE ST,7020338000,OS-ONE STOREY,2017,5,"$174,000","$176,600"
232 COLLEGIATE ST,7020309000,OS-ONE STOREY,2017,6,"$180,000","$182,500"
250 COLLEGIATE ST,7020304000,OH-ONE & 1/2 STOREY,2016,10,"$311,000","$319,100"
251 COLLEGIATE ST,7020344000,BL-BI-LEVEL,2016,3,"$260,600","$270,000"
269 COLLEGIATE ST,7020352000,OS-ONE STOREY,2017,12,"$199,000","$200,000"
276 COLLEGIATE ST,7569080000,OS-ONE STOREY,2016,7,"$230,000","$236,900"
281 COLLEGIATE ST,7020356000,OS-ONE STOREY,2016,10,"$152,500","$156,500"
296 COLLEGIATE ST,7020522000,OS-ONE STOREY,2017,4,"$255,500","$259,800"
298 COLLEGIATE ST,7020523000,OS-ONE STOREY,2018,3,"$168,000","$168,000"
302 COLLEGIATE ST,7020525000,OS-ONE STOREY,2018,1,"$237,500","$238,200"
312 COLLEGIATE ST,7020529000,OS-ONE STOREY,2017,6,"$151,500","$153,600"
325 COLLEGIATE ST,7020550000,OS-ONE STOREY,2017,8,"$129,900","$131,300"
346 COLLEGIATE ST,7569084600,BL-BI-LEVEL,2016,7,"$275,000","$283,300"
363 COLLEGIATE ST,7020699000,BL-BI-LEVEL,2016,6,"$299,900","$309,500"
365 COLLEGIATE ST,7020700000,OS-ONE STOREY,2017,4,"$115,000","$117,000"
373 COLLEGIATE ST,7020703000,OS-ONE STOREY,2016,7,"$187,000","$192,600"
379 COLLEGIATE ST,7020705000,OS-ONE STOREY,2016,11,"$152,000","$155,600"
400 COLLEGIATE ST,7020678000,BL-BI-LEVEL,2017,6,"$274,000","$277,800"
402 COLLEGIATE ST,7569135175,BL-BI-LEVEL,2016,4,"$260,000","$269,100"
432 COLLEGIATE ST,7569135280,BL-BI-LEVEL,2016,10,"$296,250","$304,000"
434 COLLEGIATE ST,7569135285,BL-BI-LEVEL,2016,6,"$285,000","$294,100"
436 COLLEGIATE ST,7569135290,BL-BI-LEVEL,2016,5,"$310,000","$320,200"
451 COLLEGIATE ST,7020916000,OH-ONE & 1/2 STOREY,2017,2,"$156,000","$159,100"
453 COLLEGIATE ST,7020917000,BL-BI-LEVEL,2018,3,"$260,658.90","$260,700"
466 COLLEGIATE ST,7569135075,BL-BI-LEVEL,2017,11,"$265,000","$266,600"
474 COLLEGIATE ST,7020898500,BL-BI-LEVEL,2017,10,"$258,000","$260,100"
482 COLLEGIATE ST,7020901000,OS-ONE STOREY,2017,6,"$229,500","$232,700"
487 COLLEGIATE ST,7020926000,OH-ONE & 1/2 STOREY,2016,6,"$250,000","$258,000"
517 COLLEGIATE ST,7020934000,OS-ONE STOREY,2017,10,"$108,000","$108,900"
533 COLLEGIATE ST,7020938000,OS-ONE STOREY,2016,4,"$196,000","$202,900"
284 FERRY RD,7041290000,TS-TWO STOREY,2017,7,"$280,000","$283,400"
293 FERRY RD,7020289000,OS-ONE STOREY,2017,12,"$151,018","$151,800"
294 FERRY RD,7041294000,OS-ONE STOREY,2017,4,"$125,000","$127,100"
300 FERRY RD,7041297000,OS-ONE STOREY,2016,3,"$191,500","$198,400"
305 FERRY RD,7020509000,TS-TWO STOREY,2016,4,"$241,000","$249,400"
309 FERRY RD,7020510000,OH-ONE & 1/2 STOREY,2016,7,"$183,000","$188,500"
310 FERRY RD,7041302000,OS-ONE STOREY,2017,7,"$181,000","$183,200"
351 FERRY RD,7020632000,BL-BI-LEVEL,2017,5,"$257,000","$260,900"
372 FERRY RD,7569136225,BL-BI-LEVEL,2016,11,"$284,000","$290,800"
374 FERRY RD,7569136230,BL-BI-LEVEL,2016,8,"$267,500","$275,300"
380 FERRY RD,7041462000,OS-ONE STOREY,2018,3,"$135,000","$135,000"
388 FERRY RD,7041464000,TS-TWO STOREY,2017,4,"$299,000","$304,100"
406 FERRY RD,7041470000,OH-ONE & 1/2 STOREY,2017,9,"$191,000","$192,700"
471 FERRY RD,7020872000,OS-ONE STOREY,2017,7,"$168,900","$170,900"
534 FERRY RD,7041595000,OH-ONE & 1/2 STOREY,2016,1,"$180,000","$187,200"
534 FERRY RD,7041595000,OH-ONE & 1/2 STOREY,2018,3,"$200,000","$200,000"
201 HAMPTON ST,7021781000,TH-TWO & 1/2 STOREY,2016,6,"$215,000","$221,900"
220 HAMPTON ST,7021413000,OH-ONE & 1/2 STOREY,2016,8,"$232,000","$238,700"
224 HAMPTON ST,7021415000,BL-BI-LEVEL,2016,9,"$245,000","$251,600"
263 HAMPTON ST,7021917200,OS-ONE STOREY,2016,9,"$263,000","$270,100"
270 HAMPTON ST,7021451000,OH-ONE & 1/2 STOREY,2017,11,"$263,208","$264,800"
280 HAMPTON ST,7021499000,OH-ONE & 1/2 STOREY,2016,12,"$177,000","$181,100"
294 HAMPTON ST,7021506000,BL-BI-LEVEL,2016,8,"$260,000","$267,500"
312 HAMPTON ST,7021513000,OS-ONE STOREY,2017,5,"$199,000","$202,000"
313 HAMPTON ST,7021933000,OH-ONE & 1/2 STOREY,2017,11,"$232,500","$233,900"
315 HAMPTON ST,7021934000,OH-ONE & 1/2 STOREY,2016,9,"$230,000","$236,200"
317 HAMPTON ST,7021935000,BL-BI-LEVEL,2017,5,"$250,000","$253,800"
320 HAMPTON ST,7021516000,OH-ONE & 1/2 STOREY,2016,10,"$170,000","$174,400"
320 HAMPTON ST,7021516000,OH-ONE & 1/2 STOREY,2017,10,"$215,000","$216,700"
357 HAMPTON ST,7021949000,OH-ONE & 1/2 STOREY,2017,6,"$230,000","$233,200"
370 HAMPTON ST,7021580000,TS-TWO STOREY,2016,3,"$233,000","$241,400"
378 HAMPTON ST,7021584000,OH-ONE & 1/2 STOREY,2017,8,"$236,000","$238,600"
408 HAMPTON ST,7021594000,OS-ONE STOREY,2016,5,"$180,000","$185,900"
496 HAMPTON ST,7021676000,OS-ONE STOREY,2017,7,"$230,000","$232,800"
214 INGLEWOOD ST,7041101000,O3-ONE & 3/4 STOREY,2016,5,"$220,000","$227,300"
214 INGLEWOOD ST,7041101000,O3-ONE & 3/4 STOREY,2017,12,"$228,000","$229,100"
243 INGLEWOOD ST,7041127000,OS-ONE STOREY,2016,5,"$209,000","$215,900"
260 INGLEWOOD ST,7041217000,O3-ONE & 3/4 STOREY,2016,9,"$135,000","$138,600"
260 INGLEWOOD ST,7041217000,O3-ONE & 3/4 STOREY,2017,5,"$235,000","$238,500"
279 INGLEWOOD ST,7041253000,O3-ONE & 3/4 STOREY,2016,8,"$170,000","$174,900"
280 INGLEWOOD ST,7041225000,OS-ONE STOREY,2017,9,"$259,900","$262,200"
285 INGLEWOOD ST,7569111000,OH-ONE & 1/2 STOREY,2017,9,"$145,000","$146,300"
289 INGLEWOOD ST,7041257100,BL-BI-LEVEL,2017,9,"$245,000","$247,200"
303 INGLEWOOD ST,7041261000,OS-ONE STOREY,2017,8,"$275,400","$278,400"
308 INGLEWOOD ST,7569135815,TS-TWO STOREY,2017,3,"$280,000","$285,000"
310 INGLEWOOD ST,7569135820,O3-ONE & 3/4 STOREY,2016,12,"$184,000","$188,200"
320 INGLEWOOD ST,7041238000,OH-ONE & 1/2 STOREY,2017,11,"$275,000","$276,700"
326 INGLEWOOD ST,7041240000,OS-ONE STOREY,2017,4,"$137,500","$139,800"
329 INGLEWOOD ST,7041273000,O3-ONE & 3/4 STOREY,2016,3,"$214,000","$221,700"
358 INGLEWOOD ST,7041384000,TS-TWO STOREY,2017,7,"$302,900","$306,500"
361 INGLEWOOD ST,7569136395,BL-BI-LEVEL,2017,8,"$261,500","$264,400"
379 INGLEWOOD ST,7041430000,OS-ONE STOREY,2016,2,"$130,000","$134,900"
384 INGLEWOOD ST,7041395000,OS-ONE STOREY,2018,1,"$241,000","$241,700"
387 INGLEWOOD ST,7041433000,OS-ONE STOREY,2016,6,"$87,000","$89,800"
395 INGLEWOOD ST,7041434500,OH-ONE & 1/2 STOREY,2018,3,"$240,000","$240,000"
398 INGLEWOOD ST,7041399000,OS-ONE STOREY,2016,7,"$152,000","$156,600"
425 INGLEWOOD ST,7041444400,OH-ONE & 1/2 STOREY,2016,5,"$165,000","$170,400"
428 INGLEWOOD ST,7041408000,OH-ONE & 1/2 STOREY,2017,9,"$215,000","$216,900"
435 INGLEWOOD ST,7569135445,TS-TWO STOREY,2016,2,"$285,755.80","$296,600"
440A INGLEWOOD ST,7569097600,BL-BI-LEVEL,2016,4,"$293,000","$303,300"
446 INGLEWOOD ST,7041414000,OS-ONE STOREY,2018,2,"$226,446","$226,900"
237 KING EDWARD ST,7000278000,BL-BI-LEVEL,2017,9,"$263,565.80","$265,900"
242 KING EDWARD ST,7000251000,OS-ONE STOREY,2017,6,"$137,500","$139,400"
250 KING EDWARD ST,7000255000,OH-ONE & 1/2 STOREY,2017,6,"$135,500","$137,400"
252 KING EDWARD ST,7000256000,OH-ONE & 1/2 STOREY,2017,7,"$140,000","$141,700"
254 KING EDWARD ST,7000257100,BL-BI-LEVEL,2017,9,"$265,000","$267,400"
256 KING EDWARD ST,7000257500,BL-BI-LEVEL,2016,5,"$258,000","$266,500"
257 KING EDWARD ST,7569073300,O3-ONE & 3/4 STOREY,2018,2,"$162,500","$162,800"
269 KING EDWARD ST,7000289000,OS-ONE STOREY,2017,8,"$190,000","$192,100"
291 KING EDWARD ST,7000433300,TS-TWO STOREY,2017,1,"$232,000","$236,900"
295 KING EDWARD ST,7000434000,TS-TWO STOREY,2017,5,"$310,000","$314,700"
305 KING EDWARD ST,7000438000,OS-ONE STOREY,2016,1,"$141,500","$147,200"
316 KING EDWARD ST,7000225000,O3-ONE & 3/4 STOREY,2016,7,"$220,900","$227,500"
343 KING EDWARD ST,7000412000,OS-ONE STOREY,2018,2,"$105,000","$105,200"
346 KING EDWARD ST,7000298000,OS-ONE STOREY,2016,12,"$116,000","$118,700"
363 KING EDWARD ST,7569108600,BL-BI-LEVEL,2016,7,"$263,000","$270,900"
376 KING EDWARD ST,7000309000,OS-ONE STOREY,2016,10,"$150,000","$153,900"
394 KING EDWARD ST,7000315000,OS-ONE STOREY,2017,8,"$125,000","$126,400"
415 KING EDWARD ST,7000398000,OS-ONE STOREY,2016,12,"$156,500","$160,100"
453 KING EDWARD ST,7000391000,OH-ONE & 1/2 STOREY,2016,10,"$165,000","$169,300"
454 KING EDWARD ST,7569134910,BL-BI-LEVEL,2017,6,"$290,600.70","$294,700"
456 KING EDWARD ST,7569134905,BL-BI-LEVEL,2016,10,"$287,900","$295,400"
499 KING EDWARD ST,7000362000,OH-ONE & 1/2 STOREY,2016,10,"$194,900","$200,000"
502 KING EDWARD ST,7000355000,BL-BI-LEVEL,2016,11,"$209,900","$214,900"
211 MARJORIE ST,7021402000,OS-ONE STOREY,2017,11,"$251,000","$252,500"
214 MARJORIE ST,7021376000,OS-ONE STOREY,2016,6,"$160,000","$165,100"
214 MARJORIE ST,7021376000,OS-ONE STOREY,2017,7,"$174,000","$176,100"
216 MARJORIE ST,7021377000,O3-ONE & 3/4 STOREY,2016,9,"$196,000","$201,300"
223 MARJORIE ST,7021397000,OS-ONE STOREY,2016,12,"$112,000","$114,600"
228 MARJORIE ST,7021383000,OS-ONE STOREY,2017,8,"$185,900","$187,900"
232 MARJORIE ST,7021385000,OS-ONE STOREY,2016,12,"$159,000","$162,700"
237 MARJORIE ST,7021390000,OS-ONE STOREY,2017,10,"$184,000","$185,500"
265 MARJORIE ST,7021442000,OS-ONE STOREY,2017,9,"$179,000","$180,600"
276 MARJORIE ST,7021432000,OS-ONE STOREY,2017,7,"$183,000","$185,200"
279 MARJORIE ST,7021446000,OS-ONE STOREY,2016,10,"$232,500","$238,500"
280 MARJORIE ST,7569135495,BL-BI-LEVEL,2017,4,"$265,000","$269,500"
282 MARJORIE ST,7569135500,BL-BI-LEVEL,2017,5,"$255,000","$258,800"
296 MARJORIE ST,7021470000,OS-ONE STOREY,2016,9,"$141,000","$144,800"
303 MARJORIE ST,7021487300,OS-ONE STOREY,2017,11,"$185,000","$186,100"
311 MARJORIE ST,7021491000,OS-ONE STOREY,2017,1,"$110,000","$112,300"
317 MARJORIE ST,7021493000,OH-ONE & 1/2 STOREY,2017,7,"$245,000","$247,900"
357 MARJORIE ST,7021536000,OH-ONE & 1/2 STOREY,2016,8,"$251,000","$258,300"
364 MARJORIE ST,7021526000,OH-ONE & 1/2 STOREY,2017,6,"$215,000","$218,000"
376 MARJORIE ST,7021529000,OS-ONE STOREY,2016,5,"$218,000","$225,200"
384 MARJORIE ST,7021555000,OH-ONE & 1/2 STOREY,2016,7,"$209,900","$216,200"
395 MARJORIE ST,7021571000,OS-ONE STOREY,2017,10,"$134,000","$135,100"
395 MARJORIE ST,7021571000,OS-ONE STOREY,2018,3,"$174,000","$174,000"
405 MARJORIE ST,7021575000,TS-TWO STOREY,2017,4,"$280,000","$284,800"
410 MARJORIE ST,7021564000,OH-ONE & 1/2 STOREY,2016,2,"$187,000","$194,100"
443 MARJORIE ST,7021635000,OS-ONE STOREY,2017,8,"$236,200","$238,800"
475 MARJORIE ST,7021644000,OS-ONE STOREY,2017,8,"$240,000","$242,600"
483 MARJORIE ST,7021647000,OS-ONE STOREY,2016,10,"$250,000","$256,500"
504 MARJORIE ST,7021621000,OS-ONE STOREY,2016,10,"$287,000","$294,500"
200 PARKVIEW ST,7020467000,TS-TWO STOREY,2017,4,"$300,000","$305,100"
218 PARKVIEW ST,7020462000,TS-TWO STOREY,2017,9,"$257,000","$259,300"
221 PARKVIEW ST,7020477000,TS-TWO STOREY,2016,8,"$255,000","$262,400"
250 PARKVIEW ST,7020451000,OS-ONE STOREY,2016,8,"$145,000","$149,200"
271 PARKVIEW ST,7020497000,OS-ONE STOREY,2017,11,"$174,000","$175,000"
274 PARKVIEW ST,7020440000,OH-ONE & 1/2 STOREY,2016,3,"$210,000","$217,600"
277 PARKVIEW ST,7020500000,OH-ONE & 1/2 STOREY,2016,8,"$195,000","$200,700"
284 PARKVIEW ST,7020435000,OH-ONE & 1/2 STOREY,2016,11,"$168,000","$172,000"
284 PARKVIEW ST,7020435000,OH-ONE & 1/2 STOREY,2017,9,"$254,000","$256,300"
286 PARKVIEW ST,7020434000,OH-ONE & 1/2 STOREY,2017,10,"$170,000","$171,400"
291 PARKVIEW ST,7020611000,OH-ONE & 1/2 STOREY,2017,8,"$191,000","$193,100"
315 PARKVIEW ST,7020620000,OS-ONE STOREY,2017,10,"$228,000","$229,800"
318 PARKVIEW ST,7020604000,TS-TWO STOREY,2016,12,"$287,000","$293,600"
319 PARKVIEW ST,7020622000,BL-BI-LEVEL,2016,6,"$252,000","$260,100"
329 PARKVIEW ST,7020625000,OH-ONE & 1/2 STOREY,2017,4,"$286,900","$291,800"
335 PARKVIEW ST,7569135425,BL-BI-LEVEL,2016,8,"$262,000","$269,600"
352 PARKVIEW ST,7569135220,OS-ONE STOREY,2016,7,"$275,500","$283,800"
355 PARKVIEW ST,7569087600,BL-BI-LEVEL,2017,11,"$274,000","$275,600"
367 PARKVIEW ST,7020841000,OS-ONE STOREY,2017,8,"$220,000","$222,400"
369 PARKVIEW ST,7569135475,BL-BI-LEVEL,2017,1,"$267,000","$272,600"
371 PARKVIEW ST,7569135480,BL-BI-LEVEL,2017,2,"$270,000","$275,400"
380 PARKVIEW ST,7020809000,OH-ONE & 1/2 STOREY,2016,10,"$246,000","$252,400"
406 PARKVIEW ST,7569128800,BL-BI-LEVEL,2017,4,"$277,500","$282,200"
437 PARKVIEW ST,7020862500,BL-BI-LEVEL,2017,8,"$218,000","$220,400"
446 PARKVIEW ST,7020987000,O3-ONE & 3/4 STOREY,2016,3,"$218,000","$225,800"
454 PARKVIEW ST,7020989000,OS-ONE STOREY,2016,5,"$228,454","$236,000"
455 PARKVIEW ST,7569135805,BL-BI-LEVEL,2016,7,"$263,500","$271,400"
457 PARKVIEW ST,7569135810,BL-BI-LEVEL,2016,8,"$269,900","$277,700"
493 PARKVIEW ST,7569135125,BL-BI-LEVEL,2017,11,"$291,900","$293,700"
202 QUEEN ST,7000445000,O3-ONE & 3/4 STOREY,2016,8,"$135,000","$138,900"
220 QUEEN ST,7000453000,OS-ONE STOREY,2016,11,"$124,000","$127,000"
222 QUEEN ST,7000454000,OS-ONE STOREY,2017,7,"$150,000","$151,800"
234 QUEEN ST,7000459000,OS-ONE STOREY,2017,5,"$160,000","$162,400"
276 QUEEN ST,7000475000,OH-ONE & 1/2 STOREY,2016,9,"$129,900","$133,400"
276 QUEEN ST,7000475000,OH-ONE & 1/2 STOREY,2017,7,"$238,000","$240,900"
335 QUEEN ST,7000612000,OS-ONE STOREY,2016,4,"$169,000","$174,900"
336 QUEEN ST,7000500000,TS-TWO STOREY,2016,7,"$305,000","$314,200"
338 QUEEN ST,7000501000,OS-ONE STOREY,2017,5,"$165,000","$167,500"
341 QUEEN ST,7000614000,OS-ONE STOREY,2017,8,"$152,750","$154,400"
358 QUEEN ST,7000509000,OS-ONE STOREY,2016,11,"$147,500","$151,000"
378 QUEEN ST,7000516000,OS-ONE STOREY,2016,1,"$130,000","$135,200"
387 QUEEN ST,7000631000,OH-ONE & 1/2 STOREY,2016,11,"$130,000","$133,100"
418 QUEEN ST,7000531000,OS-ONE STOREY,2017,6,"$215,000","$218,000"
460 QUEEN ST,7000544000,OH-ONE & 1/2 STOREY,2016,10,"$190,000","$194,900"
461 QUEEN ST,7569135800,BL-BI-LEVEL,2016,8,"$310,000","$319,000"
463 QUEEN ST,7569135795,BL-BI-LEVEL,2016,11,"$290,000","$297,000"
493 QUEEN ST,7000666000,OS-ONE STOREY,2017,10,"$204,000","$205,600"
499 QUEEN ST,7000668000,OH-ONE & 1/2 STOREY,2016,9,"$267,500","$274,700"
204 ROSEBERRY ST,7020390000,OS-ONE STOREY,2017,5,"$135,000","$137,000"
210 ROSEBERRY ST,7020388000,OS-ONE STOREY,2017,5,"$200,000","$203,000"
222 ROSEBERRY ST,7020384000,OH-ONE & 1/2 STOREY,2016,2,"$220,000","$228,400"
225 ROSEBERRY ST,7020406100,OS-ONE STOREY,2016,6,"$234,500","$242,000"
241 ROSEBERRY ST,7569110700,O3-ONE & 3/4 STOREY,2017,8,"$255,000","$257,800"
268 ROSEBERRY ST,7020369200,OS-ONE STOREY,2016,6,"$234,900","$242,400"
274 ROSEBERRY ST,7020366000,OS-ONE STOREY,2016,6,"$127,500","$131,600"
285 ROSEBERRY ST,7020431000,OS-ONE STOREY,2016,5,"$160,000","$165,300"
289 ROSEBERRY ST,7020433000,OH-ONE & 1/2 STOREY,2016,7,"$188,000","$193,600"
290 ROSEBERRY ST,7020556000,OS-ONE STOREY,2016,11,"$285,000","$291,800"
300 ROSEBERRY ST,7020559000,OH-ONE & 1/2 STOREY,2016,7,"$190,000","$195,700"
307 ROSEBERRY ST,7020577000,BL-BI-LEVEL,2017,5,"$294,900","$299,300"
311 ROSEBERRY ST,7020579000,OS-ONE STOREY,2016,7,"$97,500","$100,400"
311 ROSEBERRY ST,7020579000,OS-ONE STOREY,2017,7,"$208,000","$210,500"
320 ROSEBERRY ST,7020566900,O3-ONE & 3/4 STOREY,2016,5,"$175,000","$180,800"
326 ROSEBERRY ST,7569072600,BL-BI-LEVEL,2017,10,"$310,500","$313,000"
329 ROSEBERRY ST,7020587000,OH-ONE & 1/2 STOREY,2017,10,"$145,000","$146,200"
331 ROSEBERRY ST,7020588000,OS-ONE STOREY,2017,12,"$131,500","$132,200"
347 ROSEBERRY ST,7569134360,BL-BI-LEVEL,2017,8,"$267,000","$269,900"
368 ROSEBERRY ST,7569136245,BL-BI-LEVEL,2018,3,"$283,430.20","$283,400"
370 ROSEBERRY ST,7569136250,BL-BI-LEVEL,2018,1,"$283,914.70","$284,800"
380 ROSEBERRY ST,7020741000,BL-BI-LEVEL,2016,5,"$265,000","$273,700"
396 ROSEBERRY ST,7020747000,OS-ONE STOREY,2016,11,"$188,800","$193,300"
409 ROSEBERRY ST,7020785200,BL-BI-LEVEL,2017,11,"$250,000","$251,500"
414 ROSEBERRY ST,7569135320,TS-TWO STOREY,2016,2,"$277,000","$287,500"
432 ROSEBERRY ST,7020756500,OH-ONE & 1/2 STOREY,2016,6,"$169,900","$175,300"
444 ROSEBERRY ST,7020761000,O3-ONE & 3/4 STOREY,2016,9,"$198,000","$203,300"
478 ROSEBERRY ST,7020948000,OS-ONE STOREY,2016,7,"$245,000","$252,400"
212 RUTLAND ST,7041038000,OS-ONE STOREY,2016,7,"$215,000","$221,500"
216 RUTLAND ST,7041039000,OS-ONE STOREY,2016,10,"$235,000","$241,100"
222 RUTLAND ST,7041042000,OS-ONE STOREY,2017,11,"$172,000","$173,000"
