Property Address,Roll Number,Building Type,Sale Year,Sale Month,Sale Price,Time Adjust Sale Price
3 RIVER LANE,8003644300,TS-TWO STOREY,2016,7,"$762,000","$791,000"
21 RIVER RD,8003390500,TS-TWO STOREY,2017,10,"$405,000","$408,600"
27 RIVER RD,8003389800,O3-ONE & 3/4 STOREY,2016,8,"$240,000","$248,600"
34 RIVER RD,8003639600,OS-ONE STOREY,2018,2,"$457,000","$457,900"
37 RIVER RD,8003608000,OS-ONE STOREY,2017,12,"$240,000","$241,400"
47 RIVER RD,8003605800,OS-ONE STOREY,2016,3,"$380,000","$397,100"
49 RIVER RD,8003605500,OS-ONE STOREY,2016,8,"$307,100","$318,200"
51 RIVER RD,8003605000,BL-BI-LEVEL,2018,1,"$314,000","$315,300"
104 RIVER RD,8003648000,TS-TWO STOREY,2016,5,"$1,650,000","$1,719,300"
18 ST MICHAEL RD,8004075700,TS-TWO STOREY,2016,5,"$265,000","$276,100"
60 ST MICHAEL RD,8004081900,OS-ONE STOREY,2017,7,"$215,000","$218,200"
82 ST MICHAEL RD,8004084500,OS-ONE STOREY,2017,8,"$331,000","$335,300"
91 ST MICHAEL RD,8004054500,OS-ONE STOREY,2017,11,"$286,500","$288,800"
93 ST MICHAEL RD,8081222355,OS-ONE STOREY,2017,4,"$420,000","$428,800"
118 ST MICHAEL RD,8004090500,OS-ONE STOREY,2017,8,"$228,500","$231,500"
119 ST MICHAEL RD,8004050400,OS-ONE STOREY,2016,8,"$215,000","$222,700"
123 ST MICHAEL RD,8004049600,OS-ONE STOREY,2016,7,"$228,000","$236,700"
140 ST MICHAEL RD,8004092100,OS-ONE STOREY,2016,7,"$325,000","$337,400"
186 ST MICHAEL RD,8003869000,OS-ONE STOREY,2017,9,"$310,000","$313,400"
226 ST MICHAEL RD,8003864000,OS-ONE STOREY,2016,11,"$293,093","$301,900"
262 ST MICHAEL RD,8003859500,OS-ONE STOREY,2018,1,"$346,000","$347,400"
270 ST MICHAEL RD,8003858500,OS-ONE STOREY,2016,6,"$330,000","$343,200"
271 ST MICHAEL RD,8003832500,BL-BI-LEVEL,2016,5,"$327,000","$340,700"
74 ST VITAL RD,8081220710,OH-ONE & 1/2 STOREY,2016,12,"$260,000","$267,300"
80 ST VITAL RD,8003376600,OS-ONE STOREY,2016,9,"$227,000","$234,700"
96 ST VITAL RD,8003372300,OH-ONE & 1/2 STOREY,2016,6,"$241,000","$250,600"
108 ST VITAL RD,8003442500,OS-ONE STOREY,2016,3,"$220,000","$229,900"
120 ST VITAL RD,8003440000,OS-ONE STOREY,2016,2,"$195,000","$204,200"
122 ST VITAL RD,8003439500,OS-ONE STOREY,2016,1,"$400,000","$419,600"
124 ST VITAL RD,8003439000,OS-ONE STOREY,2016,9,"$190,000","$196,500"
162 ST VITAL RD,8003430000,OS-ONE STOREY,2017,9,"$282,000","$285,100"
131 TALON BAY,8003425000,OS-ONE STOREY,2016,9,"$284,900","$294,600"
143 TALON BAY,8003422000,TL-3 LEVEL SPLIT,2017,5,"$298,000","$303,700"
144 TALON BAY,8003404000,OS-ONE STOREY,2016,4,"$322,500","$336,700"
2 TRACY CRES,8003828500,OS-ONE STOREY,2016,10,"$376,000","$388,000"
24 TRACY CRES,8003828000,OS-ONE STOREY,2017,12,"$305,000","$306,800"
2 TRAYNOR BAY,8003855000,OS-ONE STOREY,2018,3,"$329,000","$329,000"
2 TRITON BAY,8003601500,OS-ONE STOREY,2016,7,"$285,000","$295,800"
3 TRITON BAY,8003615500,OS-ONE STOREY,2017,10,"$326,000","$328,900"
8 TRITON BAY,8003600000,OS-ONE STOREY,2017,6,"$348,450","$354,400"
10 TRITON BAY,8003599500,OS-ONE STOREY,2017,9,"$326,000","$329,600"
21 TRITON BAY,8003619500,OS-ONE STOREY,2016,8,"$391,000","$405,100"
25 TRITON BAY,8003620500,OS-ONE STOREY,2016,10,"$286,000","$295,200"
25 TRITON BAY,8003620500,OS-ONE STOREY,2017,6,"$345,000","$350,900"
31 TRITON BAY,8003622000,OS-ONE STOREY,2016,7,"$305,000","$316,600"
51 TRITON BAY,8003627000,TS-TWO STOREY,2017,11,"$300,000","$302,400"
55 TRITON BAY,8003628000,OS-ONE STOREY,2016,7,"$305,000","$316,600"
7 TYRONE BAY,8003957900,BL-BI-LEVEL,2016,12,"$285,000","$293,000"
63 TYRONE BAY,8003953700,OS-ONE STOREY,2016,1,"$307,500","$322,600"
5 WAKEFIELD BAY,8003466000,OS-ONE STOREY,2016,2,"$292,500","$306,200"
24 WAKEFIELD BAY,8003475500,OS-ONE STOREY,2016,7,"$310,000","$321,800"
12 WEAVER BAY,8003547500,OS-ONE STOREY,2016,9,"$301,000","$311,200"
15 WEAVER BAY,8003538000,OS-ONE STOREY,2017,5,"$288,000","$293,500"
22 WEAVER BAY,8003545000,OS-ONE STOREY,2017,6,"$325,600","$331,100"
54 WEAVER BAY,8003992200,TL-3 LEVEL SPLIT,2016,8,"$285,000","$295,300"
82 WEAVER BAY,8003994900,OS-ONE STOREY,2016,7,"$306,500","$318,100"
93 WOODBURY DR,8003369400,TL-3 LEVEL SPLIT,2016,2,"$243,500","$254,900"
34 SALME DR,8002878500,TS-TWO STOREY,2018,1,"$525,000","$527,100"
40 SALME DR,8002878000,OS-ONE STOREY,2016,10,"$555,000","$572,800"
53 SALME DR,8002884800,OS-ONE STOREY,2017,10,"$1,225,000","$1,236,000"
59 SALME DR,8002885000,TS-TWO STOREY,2017,11,"$1,270,000","$1,280,200"
94 SALME DR,8002874500,TS-TWO STOREY,2016,2,"$475,000","$497,300"
2 SANDEE BAY,8002885500,OS-ONE STOREY,2017,1,"$495,000","$507,900"
131 ST VITAL RD,8002866000,OS-ONE STOREY,2016,8,"$229,900","$238,200"
131 ST VITAL RD,8002866000,OS-ONE STOREY,2016,11,"$324,000","$333,700"
