Property Address,Roll Number,Building Type,Sale Year,Sale Month,Sale Price,Time Adjust Sale Price
19 WATERFORD BAY,3071424000,OS-ONE STOREY,2016,8,"$272,000","$288,300"
31 WATERFORD BAY,3071109000,OS-ONE STOREY,2016,8,"$330,000","$349,800"
32 WATERFORD BAY,3071473000,TL-3 LEVEL SPLIT,2016,9,"$331,000","$349,900"
1008 WATERFORD AVE,3071621000,OS-ONE STOREY,2017,1,"$260,000","$271,400"
1015 WATERFORD AVE,3071664000,OS-ONE STOREY,2017,6,"$215,000","$221,000"
1104 WATERFORD AVE,3071633000,OS-ONE STOREY,2017,6,"$170,000","$174,800"
1115 WATERFORD AVE,3071673500,OS-ONE STOREY,2017,5,"$420,000","$433,000"
1 WINDERMERE BAY,3071401000,TL-3 LEVEL SPLIT,2017,1,"$270,000","$281,900"
1030 WINDERMERE AVE,3071716000,OS-ONE STOREY,2016,7,"$258,500","$274,800"
1040 WINDERMERE AVE,3092986085,TS-TWO STOREY,2016,7,"$340,000","$361,400"
1111 WINDERMERE AVE,3071819000,OS-ONE STOREY,2017,6,"$220,000","$226,200"
1146 WINDERMERE AVE,3071727500,OS-ONE STOREY,2016,7,"$173,000","$183,900"
1146 WINDERMERE AVE,3071727500,OS-ONE STOREY,2017,8,"$210,000","$214,600"
1225 WINDERMERE AVE,3071833000,OS-ONE STOREY,2016,12,"$220,000","$230,300"
1301 WINDERMERE AVE,3071835000,OH-ONE & 1/2 STOREY,2017,7,"$218,000","$223,500"
1322 WINDERMERE AVE,3071743000,OS-ONE STOREY,2016,8,"$260,000","$275,600"
1329 WINDERMERE AVE,3071842000,OS-ONE STOREY,2016,4,"$286,500","$307,400"
11 BEAUMONT BAY,3070950500,TS-TWO STOREY,2017,8,"$217,000","$221,800"
46 BEAUMONT BAY,3070943700,TS-TWO STOREY,2016,11,"$185,000","$194,300"
66 BEAUMONT BAY,3070942100,TS-TWO STOREY,2016,9,"$214,900","$227,100"
88 BEAUMONT BAY,3070940300,TS-TWO STOREY,2017,6,"$219,000","$225,100"
91 BEAUMONT BAY,3070948100,TS-TWO STOREY,2016,4,"$166,000","$178,100"
98 BEAUMONT BAY,3070939500,TS-TWO STOREY,2017,4,"$183,000","$189,200"
18 BELAIR RD,3070181000,OS-ONE STOREY,2017,7,"$309,000","$316,700"
38 BELAIR RD,3070177000,OS-ONE STOREY,2016,11,"$294,000","$308,700"
51 BELAIR RD,3070173000,OS-ONE STOREY,2017,4,"$315,000","$325,700"
13 BISCAYNE BAY,3070926300,TS-TWO STOREY,2018,1,"$185,000","$186,100"
44 BISCAYNE BAY,3070919900,TS-TWO STOREY,2016,1,"$200,000","$216,600"
56 BISCAYNE BAY,3070918900,TS-TWO STOREY,2016,5,"$170,000","$181,900"
75 BISCAYNE BAY,3070925300,TS-TWO STOREY,2017,2,"$167,500","$174,400"
81 BISCAYNE BAY,3070924900,TS-TWO STOREY,2016,9,"$208,000","$219,900"
1018 BOSTON AVE,3070064000,OS-ONE STOREY,2016,9,"$241,000","$254,700"
1031 BOSTON AVE,3070045000,BL-BI-LEVEL,2016,7,"$278,900","$296,500"
1032 BOSTON AVE,3070060000,OH-ONE & 1/2 STOREY,2018,1,"$208,000","$209,200"
1043 BOSTON AVE,3070048000,O3-ONE & 3/4 STOREY,2016,12,"$249,900","$261,600"
53 BRISBANE AVE,3070171000,OS-ONE STOREY,2016,8,"$280,000","$296,800"
54 BRISBANE AVE,3070174500,OS-ONE STOREY,2016,4,"$304,000","$326,200"
64 BRISBANE AVE,3070172500,OS-ONE STOREY,2016,9,"$270,000","$285,400"
1007 CHEVRIER BLVD,3066215000,OH-ONE & 1/2 STOREY,2016,7,"$270,000","$287,000"
1022 CHEVRIER BLVD,3065911000,OS-ONE STOREY,2016,8,"$220,000","$233,200"
1043 CHEVRIER BLVD,3066205000,OH-ONE & 1/2 STOREY,2017,5,"$225,000","$232,000"
1046 CHEVRIER BLVD,3091661100,OH-ONE & 1/2 STOREY,2017,8,"$179,000","$182,900"
1020 CLARENCE AVE,3092985330,BL-BI-LEVEL,2016,2,"$297,910","$321,700"
1021 CLARENCE AVE,3070339000,OS-ONE STOREY,2016,9,"$288,000","$304,400"
1025A CLARENCE AVE,3070340900,BL-BI-LEVEL,2016,7,"$290,000","$308,300"
1042 CLARENCE AVE,3070022000,BL-BI-LEVEL,2017,11,"$315,000","$318,800"
1147 CLARENCE AVE,3070639000,OS-ONE STOREY,2016,8,"$301,000","$319,100"
2 DICKSON CRES,3070911300,TS-TWO STOREY,2017,12,"$215,000","$216,900"
4 DICKSON CRES,3070911100,TS-TWO STOREY,2018,3,"$189,000","$189,000"
5 DICKSON CRES,3070914900,TS-TWO STOREY,2017,7,"$180,000","$184,500"
12 DICKSON CRES,3070910500,TS-TWO STOREY,2016,9,"$226,000","$238,900"
36 DICKSON CRES,3070908500,TS-TWO STOREY,2016,4,"$170,000","$182,400"
42 DICKSON CRES,3070908100,TS-TWO STOREY,2016,5,"$198,000","$211,900"
46 DICKSON CRES,3070907700,TS-TWO STOREY,2017,2,"$195,000","$203,000"
1003 DUMAS AVE,3091123000,OS-ONE STOREY,2016,2,"$250,000","$270,000"
1007 DUMAS AVE,3091641600,O3-ONE & 3/4 STOREY,2018,1,"$295,000","$296,800"
1032 DUMAS AVE,3070136000,OS-ONE STOREY,2017,6,"$190,000","$195,300"
38 FARWELL BAY,3070575000,OS-ONE STOREY,2016,7,"$305,000","$324,200"
53 FARWELL BAY,3070572000,OS-ONE STOREY,2017,7,"$291,000","$298,300"
69 FARWELL BAY,3070595000,OS-ONE STOREY,2017,10,"$302,500","$307,000"
104 FARWELL BAY,3070592000,OS-ONE STOREY,2016,7,"$280,000","$297,600"
1023 HOWARD AVE,3070304000,OS-ONE STOREY,2016,11,"$223,000","$234,200"
1045 HOWARD AVE,3070310000,OS-ONE STOREY,2017,10,"$312,000","$316,700"
1051 HOWARD AVE,3070312000,OH-ONE & 1/2 STOREY,2017,7,"$230,000","$235,800"
1059 HOWARD AVE,3070314000,OS-ONE STOREY,2018,3,"$308,000","$308,000"
283 HUDSON ST,3070550500,BL-BI-LEVEL,2017,4,"$312,500","$323,100"
299 HUDSON ST,3070548500,TS-TWO STOREY,2017,9,"$389,000","$396,400"
303 HUDSON ST,3070548000,BL-BI-LEVEL,2016,8,"$312,000","$330,700"
347 HUDSON ST,3070542500,BL-BI-LEVEL,2017,12,"$290,000","$292,600"
411 HUDSON ST,3070004000,OS-ONE STOREY,2017,2,"$281,000","$292,500"
449 HUDSON ST,3070013000,OS-ONE STOREY,2016,9,"$310,000","$327,700"
1016A KELSEY AVE,3091584200,BL-BI-LEVEL,2016,2,"$345,000","$372,600"
1033 MANAHAN AVE,3065927000,O3-ONE & 3/4 STOREY,2016,10,"$209,500","$220,800"
24 MARSHALL CRES,3070663000,OS-ONE STOREY,2018,3,"$280,000","$280,000"
133 MARSHALL CRES,3070611000,OS-ONE STOREY,2016,9,"$311,000","$328,700"
155 MARSHALL CRES,3070606000,OS-ONE STOREY,2016,11,"$297,500","$312,400"
235 MARSHALL BAY,3070208000,OS-ONE STOREY,2016,9,"$250,000","$264,300"
245 MARSHALL BAY,3070210000,OS-ONE STOREY,2016,8,"$286,000","$303,200"
291 MARSHALL BAY,3070221800,OS-ONE STOREY,2016,10,"$350,000","$368,900"
330 MARSHALL BAY,3070192000,OS-ONE STOREY,2016,2,"$306,000","$330,500"
350 MARSHALL BAY,3070186000,OS-ONE STOREY,2017,11,"$305,000","$308,700"
59 MAYBANK DR,3070696000,OS-ONE STOREY,2016,2,"$280,000","$302,400"
1003 RADISSON AVE,3070257500,TS-TWO STOREY,2016,1,"$219,000","$237,200"
1009 RADISSON AVE,3092985320,OS-ONE STOREY,2016,3,"$150,000","$161,400"
1014 RADISSON AVE,3070266000,OS-ONE STOREY,2017,9,"$300,000","$305,700"
1015 RADISSON AVE,3070253000,OS-ONE STOREY,2017,7,"$308,000","$315,700"
2 RAMPART BAY,3070935300,TS-TWO STOREY,2017,6,"$218,000","$224,100"
7 RAMPART BAY,3070938700,TS-TWO STOREY,2016,9,"$183,000","$193,400"
8 RAMPART BAY,3070934700,TS-TWO STOREY,2017,10,"$182,000","$184,700"
12 RAMPART BAY,3070934500,TS-TWO STOREY,2018,1,"$220,000","$221,300"
22 RAMPART BAY,3070933700,TS-TWO STOREY,2016,1,"$225,000","$243,700"
22 RAMPART BAY,3070933700,TS-TWO STOREY,2018,3,"$236,000","$236,000"
58 RAMPART BAY,3070930700,TS-TWO STOREY,2016,7,"$219,000","$232,800"
98 RAMPART BAY,3070927500,TS-TWO STOREY,2016,11,"$210,000","$220,500"
1014 ROYSE AVE,3070102000,OS-ONE STOREY,2017,4,"$205,500","$212,500"
1042 ROYSE AVE,3070094000,OS-ONE STOREY,2016,11,"$190,500","$200,000"
1046 ROYSE AVE,3070093000,OS-ONE STOREY,2017,1,"$230,000","$240,100"
1046 ROYSE AVE,3070093000,OS-ONE STOREY,2017,12,"$257,000","$259,300"
1051 ROYSE AVE,3070086000,OH-ONE & 1/2 STOREY,2018,2,"$220,000","$220,700"
1055 ROYSE AVE,3092991380,BL-BI-LEVEL,2017,5,"$326,500","$336,600"
8 VINCENT ST,3070912100,TS-TWO STOREY,2017,8,"$211,000","$215,600"
12 VINCENT ST,3070912300,TS-TWO STOREY,2016,6,"$218,000","$232,600"
17 VINCENT ST,3070904900,TS-TWO STOREY,2017,12,"$245,100","$247,300"
1030 WALLER AVE,3070866000,OS-ONE STOREY,2016,12,"$260,000","$272,200"
1107 WALLER AVE,3070837000,OS-ONE STOREY,2016,12,"$263,000","$275,400"
1124 WALLER AVE,3070848000,O3-ONE & 3/4 STOREY,2016,7,"$289,000","$307,200"
1146 WALLER AVE,3070842000,OS-ONE STOREY,2017,8,"$275,000","$281,100"
1165 WALLER AVE,3070823000,OS-ONE STOREY,2017,4,"$232,000","$239,900"
1321 WALLER AVE,3070785000,OS-ONE STOREY,2017,11,"$270,000","$273,200"
1345 WALLER AVE,3070765000,OS-ONE STOREY,2017,6,"$260,000","$267,300"
934 BYNG PL,3090716000,OS-ONE STOREY,2016,8,"$315,000","$333,900"
943 BYNG PL,3090740000,OH-ONE & 1/2 STOREY,2016,5,"$250,000","$267,500"
952 CALROSSIE BLVD,3090758000,OS-ONE STOREY,2016,7,"$270,000","$287,000"
967 CALROSSIE BLVD,3090860000,OS-ONE STOREY,2017,3,"$285,000","$295,800"
908 JUBILEE AVE,12001612000,OH-ONE & 1/2 STOREY,2016,9,"$234,000","$247,300"
912 MERRIAM BLVD,3090856000,O3-ONE & 3/4 STOREY,2016,12,"$285,000","$298,400"
921 MERRIAM BLVD,3090814000,OH-ONE & 1/2 STOREY,2017,11,"$258,000","$261,100"
935 MERRIAM BLVD,3090810000,OS-ONE STOREY,2017,12,"$275,000","$277,500"
946 MERRIAM BLVD,3090843000,OS-ONE STOREY,2016,9,"$196,000","$207,200"
948 MERRIAM BLVD,3090842400,OH-ONE & 1/2 STOREY,2017,4,"$345,000","$356,700"
964 MERRIAM BLVD,3090836000,OS-ONE STOREY,2017,10,"$231,964","$235,400"
774 NORTH DR,3090376000,TS-TWO STOREY,2016,5,"$537,500","$575,100"
816 NORTH DR,3090382000,OH-ONE & 1/2 STOREY,2017,7,"$360,200","$369,200"
924 NORTH DR,3090477000,OH-ONE & 1/2 STOREY,2016,9,"$230,000","$243,100"
933 NORTH DR,3090524500,TS-TWO STOREY,2016,6,"$258,000","$275,300"
951 NORTH DR,3090521000,OH-ONE & 1/2 STOREY,2016,4,"$289,900","$311,100"
955 NORTH DR,3090520000,OS-ONE STOREY,2017,12,"$274,500","$277,000"
961 NORTH DR,3090517000,OS-ONE STOREY,2016,7,"$283,500","$301,400"
633 OAKENWALD AVE,3090230000,TS-TWO STOREY,2017,8,"$345,000","$352,600"
659 OAKENWALD AVE,3091740600,TL-3 LEVEL SPLIT,2017,6,"$309,900","$318,600"
663 OAKENWALD AVE,3090199000,OS-ONE STOREY,2016,7,"$225,000","$239,200"
675 OAKENWALD AVE,3090193000,OS-ONE STOREY,2016,8,"$256,500","$271,900"
675 OAKENWALD AVE,3090193000,OS-ONE STOREY,2017,4,"$246,000","$254,400"
719 OAKENWALD AVE,3090169000,OS-ONE STOREY,2016,10,"$300,000","$316,200"
735 OAKENWALD AVE,3090165000,TS-TWO STOREY,2017,5,"$490,000","$505,200"
857 OAKENWALD AVE,3090122000,OH-ONE & 1/2 STOREY,2016,1,"$280,000","$303,200"
945 OAKENWALD AVE,3090068000,OS-ONE STOREY,2017,7,"$300,000","$307,500"
16 RIVERSIDE DR,3090894000,OS-ONE STOREY,2016,2,"$322,000","$347,800"
22 RIVERSIDE DR,3090889000,TS-TWO STOREY,2016,5,"$405,000","$433,400"
24 RIVERSIDE DR,3090888000,TS-TWO STOREY,2017,6,"$380,000","$390,600"
53 RIVERSIDE DR,3090728000,OH-ONE & 1/2 STOREY,2017,10,"$470,000","$477,100"
638 RIVERWOOD AVE,3090223000,TS-TWO STOREY,2016,9,"$385,000","$406,900"
704 RIVERWOOD AVE,3090155000,OS-ONE STOREY,2017,9,"$310,000","$315,900"
728 RIVERWOOD AVE,3090143000,OH-ONE & 1/2 STOREY,2017,7,"$322,000","$330,100"
800 RIVERWOOD AVE,3090121000,OH-ONE & 1/2 STOREY,2017,2,"$383,000","$398,700"
803 RIVERWOOD AVE,3090105000,TS-TWO STOREY,2016,6,"$445,000","$474,800"
818 RIVERWOOD AVE,3090117000,OH-ONE & 1/2 STOREY,2017,12,"$280,000","$282,500"
910 RIVERWOOD AVE,3090061000,OH-ONE & 1/2 STOREY,2017,7,"$262,000","$268,600"
917 RIVERWOOD AVE,3090043000,OS-ONE STOREY,2017,4,"$255,000","$263,700"
736 SOMERSET AVE,3090581000,O3-ONE & 3/4 STOREY,2016,8,"$322,000","$341,300"
745 SOMERSET AVE,3090571000,TS-TWO STOREY,2017,7,"$390,000","$399,800"
749 SOMERSET AVE,3090570000,O3-ONE & 3/4 STOREY,2017,9,"$343,000","$349,500"
843 SOMERSET AVE,3090542000,TS-TWO STOREY,2017,5,"$352,000","$362,900"
847 SOMERSET AVE,3090541000,TS-TWO STOREY,2017,1,"$400,000","$417,600"
933 SOMERSET AVE,3090488000,OS-ONE STOREY,2017,6,"$230,000","$236,400"
934 SOMERSET AVE,3090508000,O3-ONE & 3/4 STOREY,2017,8,"$361,000","$368,900"
942 SOMERSET AVE,3090506000,OS-ONE STOREY,2016,12,"$230,000","$240,800"
949 SOMERSET AVE,3090485000,OH-ONE & 1/2 STOREY,2016,8,"$250,000","$265,000"
930 SOMERVILLE AVE,3090673000,OH-ONE & 1/2 STOREY,2018,2,"$334,011","$335,000"
814 SOUTHWOOD AVE,3090088000,OS-ONE STOREY,2016,11,"$285,000","$299,300"
824 SOUTHWOOD AVE,3090085000,TS-TWO STOREY,2017,1,"$349,900","$365,300"
840 SOUTHWOOD AVE,3090081000,OH-ONE & 1/2 STOREY,2016,10,"$370,000","$390,000"
854 SOUTHWOOD AVE,3090078000,TS-TWO STOREY,2016,12,"$285,900","$299,300"
858 SOUTHWOOD AVE,3090077000,OS-ONE STOREY,2016,8,"$300,000","$318,000"
746 WATERFORD AVE,3090287000,OS-ONE STOREY,2016,9,"$355,000","$375,200"
774 WATERFORD AVE,3090295000,OH-ONE & 1/2 STOREY,2017,5,"$325,000","$335,100"
917 WATERFORD AVE,3090338000,OS-ONE STOREY,2017,10,"$280,000","$284,200"
923 WATERFORD AVE,3090336000,OH-ONE & 1/2 STOREY,2017,7,"$345,000","$353,600"
924 WATERFORD AVE,3090307000,OH-ONE & 1/2 STOREY,2016,7,"$315,000","$334,800"
936 WATERFORD AVE,3090310000,OS-ONE STOREY,2017,10,"$302,000","$306,500"
951 WATERFORD AVE,3090328000,OH-ONE & 1/2 STOREY,2016,11,"$312,600","$328,200"
959 WATERFORD AVE,3090326000,OS-ONE STOREY,2017,5,"$325,000","$335,100"
980 WATERFORD AVE,3090275000,OH-ONE & 1/2 STOREY,2017,10,"$385,000","$390,800"
920 WINDERMERE AVE,3090640000,OS-ONE STOREY,2016,2,"$235,000","$253,800"
924 WINDERMERE AVE,3090639000,OS-ONE STOREY,2017,8,"$265,000","$270,800"
956 WINDERMERE AVE,3090630000,OH-ONE & 1/2 STOREY,2016,6,"$255,900","$273,000"
962 WINDERMERE AVE,3090627000,OH-ONE & 1/2 STOREY,2017,7,"$260,000","$266,500"
511 MANCHESTER BLVD N,3081782000,OS-ONE STOREY,2016,10,"$309,600","$326,300"
513 MANCHESTER BLVD N,3081781000,TS-TWO STOREY,2017,6,"$285,000","$293,000"
535 MANCHESTER BLVD N,3092992805,TS-TWO STOREY,2016,3,"$385,000","$414,300"
409 NORTH DR,3091137300,O3-ONE & 3/4 STOREY,2017,10,"$985,000","$999,800"
530 OAKENWALD AVE,3081758000,TS-TWO STOREY,2018,3,"$319,900","$319,900"
536 OAKENWALD AVE,3081755000,OS-ONE STOREY,2017,9,"$299,900","$305,600"
540 OAKENWALD AVE,3081753000,TS-TWO STOREY,2017,9,"$364,800","$371,700"
596 SOUTH DR,3081068100,TS-TWO STOREY,2017,7,"$770,000","$789,300"
604 SOUTH DR,3081064000,O3-ONE & 3/4 STOREY,2017,10,"$735,000","$746,000"
234 WILDWOOD A PK,3081245000,OH-ONE & 1/2 STOREY,2017,4,"$265,000","$274,000"
235 WILDWOOD A PK,3081244000,TS-TWO STOREY,2016,7,"$350,000","$372,100"
171 WILDWOOD B PK,3081294000,OH-ONE & 1/2 STOREY,2016,9,"$329,900","$348,700"
128 WILDWOOD C PK,3081313000,TS-TWO STOREY,2018,1,"$357,000","$359,100"
136 WILDWOOD C PK,3081336000,TS-TWO STOREY,2017,9,"$265,000","$270,000"
141 WILDWOOD C PK,3081330000,TS-TWO STOREY,2016,5,"$323,000","$345,600"
155 WILDWOOD C PK,3081321000,OH-ONE & 1/2 STOREY,2016,3,"$459,900","$494,900"
102 WILDWOOD D PK,3081358000,OH-ONE & 1/2 STOREY,2016,10,"$323,500","$341,000"
106 WILDWOOD D PK,3081362000,OS-ONE STOREY,2016,11,"$290,000","$304,500"
107 WILDWOOD D PK,3081363000,TS-TWO STOREY,2016,12,"$400,000","$418,800"
110 WILDWOOD D PK,3081355000,OH-ONE & 1/2 STOREY,2017,9,"$535,000","$545,200"
70 WILDWOOD E PK,3081385000,OS-ONE STOREY,2017,8,"$295,000","$301,500"
328 WILDWOOD H PK,3081458000,TS-TWO STOREY,2017,7,"$488,800","$501,000"
306 WILDWOOD I PK,3081495000,OS-ONE STOREY,2017,11,"$429,000","$434,100"
312 WILDWOOD I PK,3081487000,OH-ONE & 1/2 STOREY,2016,7,"$520,000","$552,800"
319 WILDWOOD I PK,3081494000,OS-ONE STOREY,2017,5,"$383,500","$395,400"
33 AGASSIZ DR,3053595000,FL-4 LEVEL SPLIT,2016,11,"$319,000","$335,000"
43 AGASSIZ DR,3053590000,OS-ONE STOREY,2016,11,"$380,000","$399,000"
51 AGASSIZ DR,3053601000,OS-ONE STOREY,2017,6,"$364,000","$374,200"
